年,期,登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
2025,0,3619,長谷川 充,ハセガワ ミツル,群馬,B1,S,481214,1,51,164,55,AB,4.78,25.3,16,18,134,0,0,0.19,25,60.0,0.19,3.4,27,33.3,0.16,3.9,21,28.5,0.19,3.6,25,8.0,0.18,4.2,16,6.2,0.21,5.1,20,5.0,0.23,5.2,A2,B1,B1,51.0,48.0,2025,1,2024-05-01,2024-10-31,71,11,4,1,2,5,2,0,0,0,0,0,0,0,0,3,6,4,10,2,2,0,0,0,0,0,0,0,0,1,5,5,4,3,3,0,0,0,0,0,0,0,0,1,1,6,9,3,5,0,0,0,0,0,0,0,0,0,1,3,5,4,3,0,0,0,0,0,0,0,0,0,1,3,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,群馬
2025,0,3620,信濃 由行,シナノ ヨシユキ,福井,B1,S,490103,1,50,161,56,O,3.84,17.4,9,6,86,0,0,0.17,11,72.7,0.15,3.1,17,11.7,0.16,3.4,19,5.2,0.18,4.1,14,14.2,0.15,3.6,14,14.2,0.17,3.8,11,0.0,0.21,4.5,B1,B1,B1,47.0,44.0,2025,1,2024-05-01,2024-10-31,71,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,0,0,0,0,0,1,0,4,2,7,5,0,0,0,0,0,0,0,0,0,2,1,4,5,2,0,0,0,0,0,0,0,0,2,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,石川
2025,0,3621,天野 晶夫,アマノ アキオ,愛知,A2,S,490306,1,50,160,58,O,6.06,43.1,23,27,116,2,0,0.16,25,84.0,0.15,3.0,21,42.8,0.18,3.9,19,36.8,0.17,3.1,15,46.6,0.16,2.9,21,19.0,0.15,2.7,15,13.3,0.19,4.1,A2,A1,A1,53.0,52.0,2025,1,2024-05-01,2024-10-31,71,12,9,3,1,0,0,0,0,0,0,0,0,0,0,5,4,2,7,1,2,0,0,0,0,0,1,0,0,3,4,6,2,3,0,0,0,0,0,0,0,1,0,2,5,3,2,2,1,0,0,0,0,0,0,0,0,1,3,6,8,2,0,0,0,0,0,0,0,1,0,0,2,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,0,3623,深川 真二,フカガワ シンジ,佐賀,A1,S,490606,1,50,165,52,B,7.84,69.7,61,29,129,8,5,0.13,39,89.7,0.13,2.7,71,60.5,0.14,3.1,19,63.1,0.11,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,A1,A1,A1,61.0,59.0,2025,1,2024-05-01,2024-10-31,71,21,14,2,1,1,0,0,0,0,0,0,0,0,0,28,15,7,8,7,5,1,0,0,0,0,0,0,0,12,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
2025,0,3627,井上 恵一,イノウエ ケイイチ,福岡,B1,S,440817,1,55,163,52,O,4.36,20.5,13,9,107,1,0,0.18,16,50.0,0.18,4.1,26,11.5,0.19,4.0,22,22.7,0.18,3.7,24,16.6,0.16,3.6,17,11.7,0.17,3.5,2,0.0,0.15,6.0,B1,B1,B1,49.0,46.0,2025,1,2024-05-01,2024-10-31,72,7,1,2,3,1,2,0,0,0,0,0,0,0,0,1,2,5,4,4,8,0,0,0,0,0,0,2,0,2,3,6,5,2,4,0,0,0,0,0,0,0,0,2,2,5,4,6,5,0,0,0,0,0,0,0,0,1,1,2,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,0,3629,浅見 昌克,アサミ マサカツ,埼玉,B1,S,441025,1,55,165,52,B,4.8,25.8,11,12,89,0,0,0.18,16,62.5,0.19,4.4,12,50.0,0.2,4.3,18,5.5,0.16,3.7,12,16.6,0.16,3.4,16,18.7,0.17,3.6,15,6.6,0.2,4.9,A2,A2,A2,51.0,47.0,2025,1,2024-05-01,2024-10-31,72,6,4,4,1,0,1,0,0,0,0,0,0,0,0,2,4,2,2,0,2,0,0,0,0,0,0,0,0,0,1,5,5,3,3,1,0,0,0,0,0,0,0,2,0,2,4,1,3,0,0,0,0,0,0,0,0,1,2,4,1,4,3,1,0,0,0,0,0,0,0,0,1,2,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
2025,0,3630,黒田 誠司,クロダ セイジ,静岡,B1,S,441108,1,55,166,53,O,4.46,19.2,8,13,109,0,0,0.16,15,46.6,0.16,3.3,18,16.6,0.17,3.5,24,12.5,0.16,3.3,19,26.3,0.14,2.7,19,15.7,0.16,3.2,14,0.0,0.18,3.8,B1,B1,B2,46.0,48.0,2025,1,2024-05-01,2024-10-31,72,4,3,4,1,3,0,0,0,0,0,0,0,0,0,0,3,2,4,5,4,0,0,0,0,0,0,0,0,2,1,5,9,6,1,0,0,0,0,0,0,0,0,0,5,4,4,1,5,0,0,0,0,0,0,0,0,2,1,4,2,8,2,0,0,0,0,0,0,0,0,0,0,3,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,静岡
2025,0,3631,田添 康介,タゾエ コウスケ,長崎,B1,S,441108,1,55,170,58,O,4.0,20.0,5,8,65,0,0,0.17,9,55.5,0.14,3.2,7,28.5,0.16,3.3,14,21.4,0.17,3.3,10,30.0,0.15,2.6,12,0.0,0.17,3.4,13,0.0,0.2,3.6,B1,B1,B2,49.0,45.0,2025,1,2024-05-01,2024-10-31,72,4,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,2,1,5,3,2,0,0,0,0,0,0,0,0,0,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,5,2,4,0,0,0,0,0,0,0,0,0,0,1,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,長崎
2025,0,3635,石田 政吾,イシダ セイゴ,福井,A2,S,451030,1,54,164,53,B,5.63,39.0,29,19,123,3,0,0.16,26,80.7,0.15,3.2,18,66.6,0.13,2.8,21,19.0,0.14,3.4,22,36.3,0.17,3.7,20,5.0,0.16,3.6,15,13.3,0.2,4.5,A2,A1,A2,55.0,51.0,2025,1,2024-05-01,2024-10-31,72,16,5,1,1,1,1,1,0,0,0,0,0,0,0,7,5,2,1,1,2,0,0,0,0,0,0,0,0,0,4,7,0,3,7,0,0,0,0,0,0,0,0,5,3,4,4,1,5,0,0,0,0,0,1,0,0,1,0,5,5,5,3,0,0,0,0,0,0,0,1,0,2,2,5,2,4,0,0,0,0,0,0,0,0,0,0,0,1,石川
2025,0,3637,齋藤 和政,サイトウ カズマサ,愛知,B1,S,451204,1,54,166,56,AB,4.18,20.5,8,14,107,0,0,0.18,20,40.0,0.16,3.3,16,18.7,0.19,4.2,15,20.0,0.18,3.8,15,20.0,0.17,3.3,21,14.2,0.2,3.8,20,10.0,0.18,4.1,B1,B1,B1,47.0,46.0,2025,1,2024-05-01,2024-10-31,72,4,4,4,2,4,2,0,0,0,0,0,0,0,0,1,2,6,2,2,3,0,0,0,0,0,0,0,0,0,3,1,4,4,3,0,0,0,0,0,0,0,0,1,2,1,4,4,3,0,0,0,0,0,0,0,0,1,2,2,7,5,4,0,0,0,0,0,0,0,0,1,1,2,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,0,3641,一瀬 明,イチノセ アキラ,東京,A2,S,460525,1,53,168,52,AB,5.84,38.2,18,34,136,4,0,0.16,27,74.0,0.15,3.5,23,34.7,0.18,4.3,25,28.0,0.15,3.8,20,30.0,0.19,3.6,24,37.5,0.15,3.2,16,12.5,0.16,3.8,A1,A1,A2,54.0,52.0,2025,1,2024-05-01,2024-10-31,72,12,8,3,4,0,0,0,0,0,0,0,0,0,0,0,8,8,3,2,2,0,0,0,0,0,0,0,0,2,5,5,6,3,4,0,0,0,0,0,0,0,0,2,4,8,4,1,1,0,0,0,0,0,0,0,0,2,7,5,7,2,1,0,0,0,0,0,0,0,0,0,2,1,6,4,3,0,0,0,0,0,0,0,0,0,0,0,1,神奈川
2025,0,3642,大塚 浩二,オオツカ コウジ,静岡,B1,S,460619,1,53,159,52,B,4.05,18.0,4,14,100,0,0,0.17,17,52.9,0.15,2.6,19,15.7,0.15,3.2,18,16.6,0.15,2.4,19,10.5,0.22,3.7,17,0.0,0.17,3.1,10,10.0,0.17,4.1,B1,B1,B1,46.0,46.0,2025,1,2024-05-01,2024-10-31,72,3,6,0,7,1,0,0,0,0,0,0,0,0,0,0,3,5,3,6,2,0,0,0,0,0,0,0,0,0,3,3,1,6,5,0,0,0,0,0,0,0,0,1,1,4,5,7,1,0,0,0,0,0,0,0,0,0,0,2,6,4,5,0,0,0,0,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,静岡
2025,0,3643,米田 隆弘,ヨネダ タカヒロ,岡山,A2,S,470615,1,52,167,53,O,5.62,31.9,18,20,119,0,0,0.16,23,86.9,0.16,2.8,17,23.5,0.18,4.2,23,26.0,0.16,2.9,21,14.2,0.13,2.9,19,26.3,0.14,2.4,16,0.0,0.18,3.8,B1,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,72,14,6,1,1,0,0,1,0,0,0,0,0,0,0,1,3,5,6,2,0,0,0,0,0,0,1,0,0,0,6,4,8,4,0,0,0,0,0,0,0,1,0,1,2,10,4,4,0,0,0,0,0,0,0,0,0,2,3,6,3,5,0,0,0,0,0,0,0,0,0,0,0,4,4,7,1,0,0,0,0,0,0,0,0,0,0,1,0,岡山
2025,0,3644,矢橋 成介,ヤハシ セイスケ,三重,B2,S,470728,1,52,160,63,O,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B2,B2,B2,0.0,0.0,2025,1,2024-05-01,2024-10-31,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,三重
2025,0,3645,淺田 千亜希,アサダ チアキ,徳島,B1,S,470929,2,52,150,47,O,6.41,41.3,14,10,58,1,0,0.14,10,60.0,0.15,2.3,10,30.0,0.12,2.8,9,33.3,0.19,3.9,8,75.0,0.1,1.8,12,41.6,0.14,2.8,9,11.1,0.15,3.2,B2,B2,B1,53.0,56.0,2025,1,2024-05-01,2024-10-31,72,4,2,1,1,1,1,0,0,0,0,0,0,0,0,2,1,5,0,1,1,0,0,0,0,0,0,0,0,2,1,3,0,2,1,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,徳島
2025,0,3647,伊藤 雄二,イトウ ユウジ,埼玉,B1,S,471026,1,52,165,50,B,4.08,17.4,15,8,132,0,0,0.15,20,70.0,0.15,2.5,21,19.0,0.14,2.9,19,5.2,0.17,2.9,24,8.3,0.14,3.2,21,4.7,0.14,2.7,27,3.7,0.16,3.3,B1,B1,B1,46.0,46.0,2025,1,2024-05-01,2024-10-31,72,12,2,1,3,0,2,0,0,0,0,0,0,0,0,1,3,5,5,4,3,0,0,0,0,0,0,0,0,0,1,3,8,4,3,0,0,0,0,0,0,0,0,1,1,0,10,8,4,0,0,0,0,0,0,0,0,0,1,4,5,7,4,0,0,0,0,0,0,0,0,1,0,1,6,12,7,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
2025,0,3652,森下 勇,モリシタ イサム,群馬,B1,S,480824,1,51,169,60,A,3.63,14.2,9,6,105,0,0,0.19,16,56.2,0.15,3.1,18,16.6,0.15,3.1,21,0.0,0.22,3.8,18,11.1,0.18,3.4,15,6.6,0.21,4.3,17,0.0,0.22,4.8,B1,B1,B1,44.0,44.0,2025,1,2024-05-01,2024-10-31,72,8,1,1,2,3,1,0,0,0,0,0,0,0,0,0,3,3,5,5,2,0,0,0,0,0,0,0,0,0,0,4,6,6,5,0,0,0,0,0,0,0,0,1,1,3,5,6,2,0,0,0,0,0,0,0,0,0,1,2,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,群馬
2025,0,3653,品川 賢次,シナガワ ケンジ,群馬,B1,S,480906,1,51,167,56,AB,3.74,12.5,3,8,88,0,0,0.19,11,36.3,0.23,4.8,16,12.5,0.17,3.7,17,17.6,0.19,3.6,13,7.6,0.17,4.3,16,6.2,0.2,4.6,15,0.0,0.21,4.5,B1,B1,B1,51.0,44.0,2025,1,2024-05-01,2024-10-31,72,1,3,1,3,2,1,0,0,0,0,0,0,0,0,1,1,1,1,4,8,0,0,0,0,0,0,0,0,1,2,5,0,6,3,0,0,0,0,0,0,0,0,0,1,5,2,4,1,0,0,0,0,0,0,0,0,0,1,2,9,1,3,0,0,0,0,0,0,0,0,0,0,2,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,群馬
2025,0,3654,武田 光史,タケダ ミツフミ,福井,A1,S,480913,1,51,169,54,B,6.66,49.1,33,23,114,5,2,0.18,29,86.2,0.19,3.9,18,61.1,0.19,4.4,20,40.0,0.19,3.8,17,47.0,0.13,3.1,18,16.6,0.18,3.8,12,8.3,0.2,4.5,A1,A1,A2,60.0,55.0,2025,1,2024-05-01,2024-10-31,72,20,5,1,1,1,1,0,0,0,0,0,0,0,0,4,7,2,2,0,3,0,0,0,0,0,1,0,0,4,4,5,3,0,4,0,0,0,0,0,0,0,0,3,5,5,2,1,1,0,0,0,0,0,0,0,0,2,1,6,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,0,0,0,0,0,0,1,0,0,0,2,0,福井
2025,0,3655,本橋 克洋,モトハシ カツヒロ,群馬,A2,S,481018,1,51,173,54,B,5.64,37.7,19,32,135,0,0,0.18,26,88.4,0.16,3.0,25,36.0,0.2,4.9,23,43.4,0.17,3.0,26,19.2,0.18,4.1,21,19.0,0.18,3.4,14,0.0,0.21,4.9,A2,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,72,14,9,2,0,0,1,0,0,0,0,0,1,0,0,1,8,8,5,2,1,0,0,0,0,0,0,0,0,2,8,5,6,1,1,0,0,0,0,0,0,0,0,1,4,8,4,4,5,0,0,0,0,0,0,0,0,1,3,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,群馬
2025,0,3656,伯母 芳恒,ウバ ヨシツネ,東京,B1,S,481020,1,51,168,56,AB,4.97,31.9,10,20,94,0,0,0.15,17,58.8,0.16,3.4,16,25.0,0.14,3.8,18,38.8,0.12,2.2,13,38.4,0.16,3.9,16,18.7,0.14,3.1,14,7.1,0.17,3.9,B1,B1,A2,51.0,49.0,2025,1,2024-05-01,2024-10-31,72,6,4,2,3,1,1,0,0,0,0,0,0,0,0,0,4,3,7,1,1,0,0,0,0,0,0,0,0,2,5,0,3,5,3,0,0,0,0,0,0,0,0,2,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,4,3,2,3,1,0,0,0,0,0,0,0,0,1,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,山梨
2025,0,3659,藤生 雄人,フジュウ タケヒト,群馬,B1,S,490917,1,50,164,55,O,5.19,29.6,10,17,91,3,0,0.16,15,60.0,0.14,3.3,16,43.7,0.16,4.4,18,38.8,0.15,3.6,10,20.0,0.17,3.4,14,14.2,0.18,4.3,18,0.0,0.19,4.5,A1,A2,A2,53.0,49.0,2025,1,2024-05-01,2024-10-31,72,6,3,3,2,1,0,0,0,0,0,0,0,0,0,2,5,3,3,1,2,0,0,0,0,0,0,0,0,1,6,4,2,3,2,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,1,1,3,2,5,1,0,0,0,0,0,0,1,0,0,0,3,7,2,5,1,0,0,0,0,0,0,0,0,0,1,0,群馬
2025,0,3660,長谷川 親王,ハセガワ チカオ,香川,B1,S,440719,1,55,169,60,A,3.43,9.2,4,4,87,0,0,0.2,11,54.5,0.16,3.7,18,0.0,0.19,4.2,14,0.0,0.18,3.6,14,7.1,0.19,3.4,20,5.0,0.21,4.2,10,0.0,0.23,5.3,B1,B1,B1,46.0,44.0,2025,1,2024-05-01,2024-10-31,73,4,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,4,5,3,6,0,0,0,0,0,0,0,0,0,0,2,5,6,1,0,0,0,0,0,0,0,0,0,1,1,5,3,4,0,0,0,0,0,0,0,0,0,1,3,5,8,3,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,香川
2025,0,3661,柳瀬 興志,ヤナセ コウジ,山口,B1,S,440812,1,55,164,60,O,4.9,27.2,10,26,132,0,0,0.16,22,68.1,0.16,3.5,25,28.0,0.18,4.0,27,37.0,0.15,3.4,18,11.1,0.14,3.6,26,3.8,0.17,3.8,14,7.1,0.18,4.8,B1,B1,B1,49.0,49.0,2025,1,2024-05-01,2024-10-31,73,5,10,2,3,2,0,0,0,0,0,0,0,0,0,0,7,6,6,2,4,0,0,0,0,0,0,0,0,4,6,5,9,2,1,0,0,0,0,0,0,0,0,0,2,6,3,4,3,0,0,0,0,0,0,0,0,1,0,4,11,3,7,0,0,0,0,0,0,0,0,0,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,山口
2025,0,3662,大庭 元明,オオバ モトアキ,福岡,A2,S,441222,1,55,166,56,O,5.54,37.9,26,26,137,3,0,0.15,24,87.5,0.15,2.7,21,33.3,0.14,3.5,24,41.6,0.13,2.1,20,40.0,0.17,3.4,25,16.0,0.16,3.3,23,8.7,0.15,3.2,A2,B1,A2,50.0,50.0,2025,1,2024-05-01,2024-10-31,73,14,7,0,1,2,0,0,0,0,0,0,0,0,0,1,6,7,0,2,5,0,0,0,0,0,0,0,0,7,3,6,1,5,2,0,0,0,0,0,0,0,0,2,6,5,2,2,3,0,0,0,0,0,0,0,0,1,3,3,7,6,5,0,0,0,0,0,0,0,0,1,1,4,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,0,3663,木山 和幸,キヤマ カズユキ,広島,B1,S,450104,1,54,161,51,A,5.13,30.8,18,24,136,0,0,0.16,19,73.6,0.19,3.9,26,30.7,0.16,3.3,23,34.7,0.13,2.9,23,21.7,0.16,3.0,28,25.0,0.18,3.3,17,0.0,0.17,4.0,B1,A2,B1,46.0,49.0,2025,1,2024-05-01,2024-10-31,73,9,5,0,1,2,2,0,0,0,0,0,0,0,0,2,6,7,5,4,2,0,0,0,0,0,0,0,0,2,6,7,4,0,4,0,0,0,0,0,0,0,0,3,2,7,5,2,4,0,0,0,0,0,0,0,0,2,5,6,7,4,3,0,0,0,0,0,0,1,0,0,0,2,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,広島
2025,0,3664,鈴木 賢一,スズキ ケンイチ,埼玉,B1,S,450310,1,54,159,58,A,4.76,34.6,19,16,101,0,0,0.18,14,85.7,0.13,2.3,18,27.7,0.19,4.7,18,50.0,0.16,2.8,15,33.3,0.16,3.5,19,21.0,0.21,3.9,15,0.0,0.22,5.1,B1,B1,A2,47.0,46.0,2025,1,2024-05-01,2024-10-31,73,9,3,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,3,2,4,0,0,0,0,0,0,0,0,3,6,2,1,4,2,0,0,0,0,0,0,0,0,4,1,2,4,2,2,0,0,0,0,0,0,0,0,2,2,0,1,8,5,0,0,0,0,0,0,1,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,2,埼玉
2025,0,3668,市川 猛,イチカワ タケシ,広島,B1,S,460329,1,53,169,52,O,2.92,7.8,1,5,76,0,0,0.21,8,12.5,0.25,4.8,13,15.3,0.21,4.0,19,5.2,0.21,4.3,11,0.0,0.21,4.8,13,7.6,0.18,4.2,12,8.3,0.19,3.5,B2,B1,B2,43.0,41.0,2025,1,2024-05-01,2024-10-31,73,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0,5,1,5,0,0,0,0,0,0,0,0,0,1,5,2,5,5,1,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,1,1,2,5,4,0,0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,広島
2025,0,3674,岸 恵子,キシ ケイコ,徳島,B1,S,471018,2,52,156,48,B,4.96,33.3,16,12,84,1,0,0.14,12,50.0,0.16,2.5,17,47.0,0.16,2.9,14,35.7,0.12,2.1,15,40.0,0.12,2.4,11,0.0,0.12,1.7,15,20.0,0.15,2.9,B1,B1,A2,49.0,47.0,2025,1,2024-05-01,2024-10-31,73,4,2,1,3,0,1,1,0,0,0,0,0,0,0,5,3,2,2,4,1,0,0,0,0,0,0,0,0,4,1,0,2,1,6,0,0,0,0,0,0,0,0,2,4,2,2,1,4,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,0,0,0,1,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,徳島
2025,0,3679,飯島 昌弘,イイジマ アキヒロ,埼玉,A1,S,480313,1,51,170,55,O,6.78,45.4,23,22,99,5,1,0.16,21,95.2,0.16,3.0,13,46.1,0.16,3.5,13,38.4,0.17,3.7,16,43.7,0.16,3.4,16,18.7,0.17,3.6,20,20.0,0.18,4.3,A1,A1,A1,61.0,54.0,2025,1,2024-05-01,2024-10-31,73,16,4,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,1,0,0,0,0,0,0,1,0,0,2,3,5,2,1,0,0,0,0,0,0,0,0,0,3,4,3,5,0,1,0,0,0,0,0,1,0,0,1,2,10,2,0,0,0,0,0,0,0,1,0,1,0,4,7,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,埼玉
2025,0,3680,森林 太,モリバヤシ フトシ,長崎,B1,S,480402,1,51,161,56,B,4.53,21.5,11,14,116,1,0,0.2,19,52.6,0.18,3.4,20,25.0,0.18,4.0,23,8.7,0.19,3.7,21,19.0,0.19,4.0,17,17.6,0.21,4.5,16,6.2,0.25,5.3,B1,B1,B1,46.0,47.0,2025,1,2024-05-01,2024-10-31,73,5,5,3,2,1,3,0,0,0,0,0,0,0,0,3,2,7,2,4,2,0,0,0,0,0,0,0,0,0,2,7,5,4,5,0,0,0,0,0,0,0,0,0,4,4,3,4,6,0,0,0,0,0,0,0,0,3,0,4,4,3,3,0,0,0,0,0,0,0,0,0,1,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,長崎
2025,0,3681,山谷 央,ヤマヤ シン,東京,B1,S,480630,1,51,169,52,A,4.47,22.2,8,8,72,0,0,0.17,14,57.1,0.14,2.9,8,12.5,0.16,3.6,15,26.6,0.17,3.6,13,0.0,0.18,3.6,9,33.3,0.17,3.1,13,0.0,0.2,4.7,A2,A2,A2,51.0,46.0,2025,1,2024-05-01,2024-10-31,73,5,3,2,1,1,0,2,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,1,3,2,2,1,5,0,0,0,0,0,0,1,0,0,0,3,3,5,2,0,0,0,0,0,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,東京
2025,0,3682,切田 潤二,キリタ ジュンジ,山口,B1,S,480716,1,51,160,52,O,3.67,9.6,1,4,52,0,0,0.21,7,28.5,0.18,4.5,10,10.0,0.22,5.0,10,0.0,0.22,5.4,10,10.0,0.18,4.8,8,0.0,0.2,4.6,7,14.2,0.25,5.1,B1,B1,B1,45.0,45.0,2025,1,2024-05-01,2024-10-31,73,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,山口
2025,0,3684,清水 攻二,シミズ コウジ,山口,A2,S,490214,1,50,161,54,A,5.49,34.6,15,21,104,0,0,0.18,22,72.7,0.15,2.9,16,43.7,0.18,3.9,19,26.3,0.18,3.5,19,31.5,0.17,3.6,16,6.2,0.18,4.4,12,8.3,0.22,5.4,A2,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,73,12,4,1,1,3,1,0,0,0,0,0,0,0,0,2,5,3,4,1,1,0,0,0,0,0,0,0,0,0,5,5,3,4,2,0,0,0,0,0,0,0,0,1,5,5,4,4,0,0,0,0,0,0,0,0,0,0,1,5,7,2,1,0,0,0,0,0,0,0,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,山口
