登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
5104,山田 丈,ヤマダ ジョウ,福岡,B1,H,100911,1,24,165,52,B,5.3,34.5,14,15,84,1,0,0.16,13,76.9,0.13,1.6,17,58.8,0.15,2.7,10,20.0,0.14,2.8,15,33.3,0.19,2.9,18,11.1,0.16,2.4,11,0.0,0.16,3.4,B1,B1,B1,49.0,49.0,2023,2,2022-11-01,2023-04-30,125,6,4,0,0,2,1,0,0,0,0,0,0,0,0,6,4,5,0,1,0,1,0,0,0,0,1,0,0,2,0,3,2,0,3,0,0,0,0,0,0,0,0,0,5,4,1,3,2,0,0,0,0,0,0,0,0,0,2,2,3,9,2,0,0,0,0,0,1,0,0,0,0,1,6,3,1,0,0,0,0,0,1,0,0,0,0,1,0,福岡
5105,富田 恕生,トミタ ジョウ,福岡,B1,H,101021,1,24,165,53,B,4.88,24.7,8,15,93,0,0,0.2,9,66.6,0.2,4.0,17,29.4,0.22,4.1,20,25.0,0.2,4.2,16,31.2,0.2,4.3,17,5.8,0.19,3.6,14,7.1,0.2,4.7,B1,B1,B1,48.0,49.0,2023,2,2022-11-01,2023-04-30,125,5,1,0,2,1,0,0,0,0,0,0,0,0,0,2,3,4,3,3,2,0,0,0,0,0,0,0,0,0,5,6,4,4,1,0,0,0,0,0,1,0,0,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,1,5,4,4,2,0,0,0,0,0,0,0,1,0,1,3,5,2,2,0,0,0,0,0,0,1,0,0,0,3,0,静岡
5106,山崎 祥,ヤマサキ ショウ,山口,B1,H,110124,1,24,158,51,A,4.64,24.4,10,11,86,0,0,0.19,10,70.0,0.21,4.8,10,40.0,0.21,4.6,17,29.4,0.2,3.8,14,14.2,0.17,3.2,15,13.3,0.22,3.9,20,5.0,0.16,3.5,B1,B1,B1,47.0,48.0,2023,2,2022-11-01,2023-04-30,125,4,3,1,1,0,0,1,0,0,0,0,1,0,0,1,3,1,1,3,1,0,0,0,0,0,0,0,0,3,2,2,2,2,6,0,0,0,0,0,1,0,0,1,1,4,6,0,2,0,0,0,0,0,0,0,0,1,1,1,5,2,4,0,0,0,0,0,0,1,0,0,1,5,6,5,3,0,0,0,0,0,0,0,0,0,0,2,0,山口
5107,松本 真広,マツモト マサヒロ,福岡,B1,H,110218,1,24,161,51,O,3.89,16.5,7,10,103,0,0,0.17,12,58.3,0.18,3.6,18,16.6,0.17,3.6,15,20.0,0.17,3.5,12,16.6,0.18,3.8,28,7.1,0.16,3.3,18,0.0,0.19,4.2,B1,B1,B1,40.0,44.0,2023,2,2022-11-01,2023-04-30,125,6,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,3,2,6,4,0,0,0,0,0,0,0,0,0,3,4,2,4,2,0,0,0,0,0,0,0,0,0,2,2,2,2,3,0,0,0,0,0,0,1,0,1,1,5,8,6,6,0,0,0,0,0,0,1,0,0,0,4,4,2,8,0,0,0,0,0,1,0,0,0,0,0,0,熊本
5108,柴田 愛梨,シバタ アイリ,群馬,B2,H,110225,2,24,157,47,O,0.67,0.0,0,0,3,0,0,0.16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.18,1.0,1,0.0,0.14,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B1,B1,B1,42.0,13.0,2023,2,2022-11-01,2023-04-30,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,群馬
5109,川崎 智稔,カワサキ トモナリ,岡山,B1,H,110712,1,23,158,48,A,4.18,17.3,2,14,92,0,0,0.17,12,41.6,0.15,2.8,17,23.5,0.17,3.4,17,11.7,0.15,3.1,15,13.3,0.16,3.2,18,11.1,0.16,3.4,12,8.3,0.22,4.5,B1,B1,B1,45.0,46.0,2023,2,2022-11-01,2023-04-30,125,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,0,0,0,0,0,0,0,0,0,2,6,3,2,4,0,0,0,0,0,1,0,0,0,2,3,3,6,1,0,0,0,0,0,1,0,0,0,2,4,4,4,3,0,0,0,0,0,1,1,0,0,1,1,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,岡山
5110,杉山 喜一,スギヤマ キイチ,静岡,B1,H,110905,1,23,170,51,A,5.17,32.6,14,19,101,1,0,0.17,16,75.0,0.14,2.9,16,31.2,0.19,3.5,16,37.5,0.16,3.1,19,21.0,0.16,2.9,15,20.0,0.19,3.9,19,15.7,0.19,3.9,B1,B1,B1,46.0,49.0,2023,2,2022-11-01,2023-04-30,125,9,3,1,1,1,0,1,0,0,0,0,0,0,0,2,3,2,2,3,4,0,0,0,0,0,0,0,0,2,4,5,0,2,3,0,0,0,0,0,0,0,0,1,3,6,4,3,2,0,0,0,0,0,0,0,0,0,3,3,3,2,4,0,0,0,0,0,0,0,0,0,3,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,静岡
5111,三村 岳人,ミムラ ガクト,岡山,B1,H,111003,1,23,168,50,AB,4.43,27.5,17,18,127,1,0,0.17,15,60.0,0.18,3.7,18,27.7,0.17,3.9,27,33.3,0.2,3.9,24,29.1,0.13,2.8,25,12.0,0.16,2.8,18,11.1,0.16,3.6,B1,B1,B1,44.0,46.0,2023,2,2022-11-01,2023-04-30,125,9,0,0,2,1,2,0,0,0,0,0,0,1,0,3,2,3,3,4,3,0,0,0,0,0,0,0,0,2,7,3,3,5,6,0,0,0,0,0,0,1,0,1,6,5,3,3,6,0,0,0,0,0,0,0,0,1,2,2,4,11,5,0,0,0,0,0,1,0,0,1,1,1,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,岡山
5112,砂長 知輝,スナナガ トモキ,埼玉,A2,H,111010,1,23,168,52,O,5.95,39.6,27,15,106,2,1,0.15,16,68.7,0.12,3.1,16,37.5,0.19,3.7,19,36.8,0.16,2.7,23,47.8,0.13,2.3,17,29.4,0.13,2.2,15,13.3,0.18,3.8,A2,A2,B1,51.0,53.0,2023,2,2022-11-01,2023-04-30,125,10,1,1,2,1,0,0,0,0,0,0,0,1,0,3,3,4,1,3,2,0,0,0,0,0,0,0,0,5,2,1,5,4,2,0,0,0,0,0,0,0,0,5,6,8,0,1,2,1,0,0,0,0,0,0,0,3,2,5,3,4,0,0,0,0,0,0,0,0,0,1,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
5113,黒明 花夢,クロミョウ ハナム,岡山,B2,H,111124,2,23,156,50,B,3.35,10.2,4,1,49,0,0,0.2,6,50.0,0.16,2.5,8,12.5,0.18,3.4,7,0.0,0.22,3.6,2,0.0,0.18,3.5,13,0.0,0.2,4.5,13,7.6,0.22,2.9,B1,B1,B2,37.0,41.0,2023,2,2022-11-01,2023-04-30,125,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,4,7,0,0,0,0,0,0,0,0,1,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,岡山
5114,小林 孝彰,コバヤシ タカアキ,福井,B1,H,111231,1,23,164,55,A,3.91,20.5,6,16,107,0,0,0.16,14,50.0,0.15,3.0,18,33.3,0.15,2.6,15,6.6,0.18,3.5,18,22.2,0.15,3.1,24,16.6,0.14,3.0,18,0.0,0.19,4.3,B1,B1,B1,42.0,45.0,2023,2,2022-11-01,2023-04-30,125,5,2,0,1,4,2,0,0,0,0,0,0,0,0,0,6,3,2,4,3,0,0,0,0,0,0,0,0,0,1,4,2,4,4,0,0,0,0,0,0,0,0,1,3,3,1,5,5,0,0,0,0,0,0,0,0,0,4,2,2,10,6,0,0,0,0,0,0,0,0,0,0,2,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,石川
5115,香川 颯太,カガワ ソウタ,滋賀,B1,H,120204,1,23,166,53,A,4.7,25.0,13,10,92,0,0,0.14,14,64.2,0.15,2.6,15,20.0,0.14,2.5,13,30.7,0.13,2.8,15,20.0,0.16,2.8,19,15.7,0.12,2.3,16,6.2,0.16,2.6,B1,B1,B1,46.0,47.0,2023,2,2022-11-01,2023-04-30,125,9,0,3,0,2,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,1,0,0,0,0,0,0,1,2,1,2,2,4,4,0,0,0,0,0,0,0,0,1,2,2,6,7,1,0,0,0,0,0,0,0,0,0,1,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,京都
5116,金子 七海,カネコ ナナミ,福井,B1,H,120421,2,23,158,46,A,4.37,22.5,9,7,71,0,0,0.16,8,62.5,0.11,1.8,16,31.2,0.16,3.5,12,16.6,0.2,3.4,10,20.0,0.16,3.3,9,11.1,0.17,3.1,16,6.2,0.16,3.4,B1,B1,B2,39.0,45.0,2023,2,2022-11-01,2023-04-30,125,4,1,0,0,2,1,0,0,0,0,0,0,0,0,2,3,2,5,2,2,0,0,0,0,0,1,0,0,2,0,2,1,2,4,1,0,0,0,0,1,0,0,0,2,1,0,3,4,0,0,0,0,0,1,0,0,0,1,2,4,1,1,0,0,0,0,0,1,0,0,1,0,5,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,福井
5117,冨名腰 桃奈,フナコシ モモナ,福岡,B1,H,120502,2,23,140,43,B,4.77,28.3,8,7,53,0,0,0.19,8,75.0,0.17,3.9,10,40.0,0.18,3.9,8,12.5,0.2,3.1,10,20.0,0.2,3.2,7,14.2,0.22,4.9,10,10.0,0.18,3.8,B1,B1,B1,47.0,48.0,2023,2,2022-11-01,2023-04-30,125,5,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,1,1,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,沖縄
5118,野田 なづき,ノダ ナヅキ,佐賀,B1,H,120719,2,22,157,46,A,3.8,12.3,5,8,105,0,0,0.2,14,28.5,0.19,4.4,18,5.5,0.21,4.8,16,0.0,0.2,4.6,16,31.2,0.18,4.2,26,11.5,0.21,4.1,14,0.0,0.23,4.5,B1,B1,B1,45.0,45.0,2023,2,2022-11-01,2023-04-30,125,4,0,0,2,5,3,0,0,0,0,0,0,0,0,0,1,5,6,3,3,0,0,0,0,0,0,0,0,0,0,4,4,5,2,0,0,0,0,0,0,1,0,1,4,1,5,3,0,0,0,0,0,0,0,2,0,0,3,4,8,5,5,0,0,0,0,0,0,1,0,0,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,佐賀
5120,山本 稔太朗,ヤマモト ジンタロウ,愛知,B1,H,130313,1,22,159,55,B,4.86,30.7,8,20,91,0,0,0.16,11,81.8,0.13,2.2,21,33.3,0.14,2.5,14,28.5,0.13,2.6,15,26.6,0.18,3.0,20,15.0,0.17,3.0,10,10.0,0.21,4.1,B1,B2,B1,49.0,48.0,2023,2,2022-11-01,2023-04-30,125,7,2,0,0,1,1,0,0,0,0,0,0,0,0,1,6,4,4,4,2,0,0,0,0,0,0,0,0,0,4,3,2,2,3,0,0,0,0,0,0,0,0,0,4,2,2,2,5,0,0,0,0,0,0,0,0,0,3,3,7,4,3,0,0,0,0,0,1,0,0,0,1,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,愛知
5121,定松 勇樹,サダマツ ユウキ,佐賀,A1,H,130502,1,22,167,53,A,6.94,54.7,52,29,148,6,1,0.16,31,83.8,0.16,3.3,23,60.8,0.14,2.8,29,55.1,0.15,3.1,21,42.8,0.15,3.9,20,50.0,0.18,3.6,23,26.0,0.16,3.3,A1,A2,B1,54.0,56.0,2023,2,2022-11-01,2023-04-30,125,25,1,2,1,2,0,0,0,0,0,0,0,0,0,7,7,3,2,1,3,0,0,0,0,0,0,0,0,9,7,5,3,2,2,1,0,0,0,0,0,0,0,5,4,6,4,2,0,0,0,0,0,0,0,0,0,5,5,6,2,1,0,0,0,0,0,0,1,1,0,1,5,4,4,0,8,0,0,0,0,0,0,0,1,0,0,0,1,福岡
5122,相馬 翔,ソウマ ショウ,埼玉,B1,H,130703,1,21,171,56,AB,4.31,24.7,14,14,113,0,0,0.16,14,92.8,0.1,1.9,22,13.6,0.14,2.8,19,21.0,0.1,2.1,20,25.0,0.18,3.4,21,14.2,0.19,3.6,17,0.0,0.2,4.8,B1,B1,B1,43.0,45.0,2023,2,2022-11-01,2023-04-30,125,8,5,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,3,6,7,0,0,0,0,0,0,0,0,0,4,7,4,2,2,0,0,0,0,0,0,0,0,3,2,4,6,2,3,0,0,0,0,0,1,0,0,1,2,1,2,8,6,0,0,0,0,0,0,1,0,0,0,0,1,7,9,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
5123,福山 恵里奈,フクヤマ エリナ,山口,B1,H,080408,2,27,157,49,A,2.77,5.3,2,4,113,0,0,0.2,12,8.3,0.24,4.3,23,4.3,0.19,4.2,13,15.3,0.21,4.2,18,5.5,0.22,4.6,27,3.7,0.21,3.9,20,0.0,0.16,2.9,B1,B2,B2,38.0,40.0,2023,2,2022-11-01,2023-04-30,126,1,0,2,0,2,7,0,0,0,0,0,0,0,0,0,1,4,6,6,6,0,0,0,0,0,0,0,0,1,1,3,3,0,5,0,0,0,0,0,0,0,0,0,1,1,6,4,6,0,0,0,0,0,0,0,0,0,1,1,5,7,13,0,0,0,0,0,0,0,0,0,0,1,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,山口
5124,上瀧 絢也,ジョウタキ ケンヤ,佐賀,B1,H,080414,1,27,168,54,O,3.12,13.5,4,12,118,0,0,0.17,11,36.3,0.14,2.7,21,23.8,0.17,3.6,28,10.7,0.17,3.5,18,5.5,0.17,3.4,24,12.5,0.16,3.3,16,0.0,0.2,3.9,B1,B2,B2,36.0,41.0,2023,2,2022-11-01,2023-04-30,126,2,2,2,1,2,2,0,0,0,0,0,0,0,0,2,3,2,9,4,1,0,0,0,0,0,1,0,0,0,3,2,5,6,12,0,0,0,0,0,0,0,0,0,1,0,2,8,7,0,0,0,0,0,1,0,0,0,3,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,2,6,7,1,0,0,0,0,0,0,0,0,0,1,0,佐賀
5125,高井 雄基,タカイ ユウキ,愛知,B1,H,080719,1,26,169,52,O,4.83,29.0,14,15,100,0,0,0.18,13,61.5,0.13,2.4,21,47.6,0.19,3.2,15,40.0,0.18,3.4,14,14.2,0.18,3.7,21,9.5,0.19,3.9,16,6.2,0.2,4.3,B1,B2,B1,47.0,48.0,2023,2,2022-11-01,2023-04-30,126,6,2,4,0,0,0,1,0,0,0,0,0,0,0,4,6,3,2,2,4,0,0,0,0,0,0,0,0,3,3,1,2,2,4,0,0,0,0,0,0,0,0,1,1,2,4,3,3,0,0,0,0,0,0,0,0,0,2,3,6,5,5,0,0,0,0,0,0,0,0,0,1,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,愛知
5126,山下 大輝,ヤマシタ ダイキ,兵庫,B1,H,080827,1,26,164,52,A,4.49,22.3,11,12,103,0,0,0.16,12,41.6,0.13,2.5,18,44.4,0.17,2.8,19,31.5,0.12,2.4,22,18.1,0.17,3.0,19,0.0,0.21,4.1,13,0.0,0.18,4.1,B1,B1,B1,46.0,46.0,2023,2,2022-11-01,2023-04-30,126,4,1,2,1,1,3,0,0,0,0,0,0,0,0,3,5,3,1,4,2,0,0,0,0,0,1,0,0,1,5,7,2,4,0,0,0,0,0,0,0,0,0,3,1,5,6,4,2,1,0,0,0,0,0,0,0,0,0,5,4,3,6,0,0,0,0,0,0,1,0,0,0,0,2,5,5,0,0,0,0,0,0,1,0,0,0,0,0,兵庫
5127,沼田 大都,ヌマタ ヒロト,愛知,B1,H,081009,1,26,151,53,A,3.07,8.9,2,6,89,0,0,0.21,11,45.4,0.18,2.5,12,8.3,0.23,4.2,14,0.0,0.2,4.1,15,6.6,0.14,3.5,20,5.0,0.21,4.2,17,0.0,0.26,5.1,B1,B2,B2,37.0,41.0,2023,2,2022-11-01,2023-04-30,126,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,1,2,2,2,7,1,0,0,0,0,1,0,0,0,1,1,5,4,8,0,0,0,0,0,0,1,0,0,0,1,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,広島
5128,坪井 爽佑,ツボイ ソウスケ,三重,B1,H,081216,1,26,169,59,A,3.23,13.9,4,7,79,0,0,0.18,7,42.8,0.13,1.7,11,27.2,0.22,4.5,11,18.1,0.25,3.1,10,10.0,0.2,3.3,13,7.6,0.16,3.1,27,3.7,0.17,3.2,B1,B1,B1,43.0,41.0,2023,2,2022-11-01,2023-04-30,126,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,1,0,0,0,0,0,0,0,1,1,3,0,3,3,0,0,0,0,0,0,0,0,1,0,1,2,2,4,0,0,0,0,0,0,0,0,0,1,3,2,3,4,0,0,0,0,0,0,0,0,0,1,1,3,9,12,1,0,0,0,0,1,0,0,0,0,0,0,三重
5129,山口 真喜子,ヤマグチ マキコ,長崎,B2,H,090320,2,26,160,47,A,3.98,19.5,6,3,46,1,0,0.21,3,66.6,0.17,1.0,3,0.0,0.16,2.7,7,28.5,0.16,4.0,6,33.3,0.16,2.5,9,22.2,0.17,2.5,18,5.5,0.27,4.5,B1,B1,B1,48.0,42.0,2023,2,2022-11-01,2023-04-30,126,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,4,10,1,0,0,0,0,0,0,0,0,0,0,0,長崎
5130,上野 拓馬,ウエノ タクマ,三重,B1,H,100113,1,25,165,54,B,3.59,14.2,7,9,112,0,0,0.21,12,41.6,0.24,4.3,23,13.0,0.2,4.2,18,5.5,0.2,4.1,15,20.0,0.21,4.6,21,14.2,0.19,4.1,23,4.3,0.21,4.0,B1,B1,B1,40.0,43.0,2023,2,2022-11-01,2023-04-30,126,4,1,3,0,1,3,0,0,0,0,0,0,0,0,1,2,4,4,6,6,0,0,0,0,0,0,0,0,0,1,4,5,3,5,0,0,0,0,0,0,0,0,0,3,0,1,5,6,0,0,0,0,0,1,0,0,2,1,3,8,4,1,0,0,0,0,0,0,2,0,0,1,1,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,三重
5131,江藤 敦宏,エトウ アツヒロ,福岡,B1,H,110408,1,24,152,53,O,3.38,13.4,7,6,97,0,0,0.19,12,50.0,0.19,2.6,19,10.5,0.2,3.8,13,0.0,0.2,3.2,16,12.5,0.16,3.7,18,5.5,0.19,4.0,19,10.5,0.2,4.2,B1,B1,B1,40.0,42.0,2023,2,2022-11-01,2023-04-30,126,6,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,4,4,2,7,0,0,0,0,0,1,0,0,0,0,2,4,3,3,0,0,0,0,0,0,1,0,0,2,1,5,4,4,0,0,0,0,0,0,0,0,0,1,3,2,5,7,0,0,0,0,0,0,0,0,1,1,0,1,5,10,0,0,0,0,0,0,1,0,0,0,0,0,福岡
5132,中野 希一,ナカノ キイチ,埼玉,B1,H,110427,1,24,171,53,B,4.91,27.5,9,13,80,1,0,0.15,11,72.7,0.18,3.8,14,57.1,0.13,3.1,10,30.0,0.13,3.0,12,8.3,0.14,2.9,15,6.6,0.14,3.1,18,5.5,0.17,3.2,B1,B1,B1,47.0,49.0,2023,2,2022-11-01,2023-04-30,126,5,3,0,0,2,1,0,0,0,0,0,0,0,0,4,4,0,1,3,1,1,0,0,0,0,0,0,0,0,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,4,3,2,2,0,0,0,0,0,0,0,0,0,1,4,7,3,0,0,0,0,0,0,0,0,0,0,1,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
5133,堀越 雄貴,ホリコシ ユウキ,東京,B1,H,110730,1,23,163,53,AB,4.91,27.9,8,11,68,1,0,0.18,8,62.5,0.17,3.3,14,21.4,0.16,3.4,10,30.0,0.2,4.4,9,44.4,0.14,2.9,18,22.2,0.19,4.5,9,0.0,0.22,5.0,B1,B1,B1,42.0,48.0,2023,2,2022-11-01,2023-04-30,126,3,2,0,0,2,0,0,0,0,0,0,0,1,0,2,1,4,5,0,2,0,0,0,0,0,0,0,0,0,3,2,1,4,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,0,0,0,0,0,0,0,0,1,3,5,4,3,2,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,神奈川
5134,大原 祥昌,オオハラ ヨシマサ,広島,B1,H,110805,1,23,162,52,A,4.55,25.9,13,14,104,1,0,0.16,13,53.8,0.16,3.5,19,26.3,0.19,3.5,17,29.4,0.13,2.9,16,25.0,0.14,2.4,12,16.6,0.16,3.0,27,14.8,0.16,3.1,B1,B1,B2,44.0,45.0,2023,2,2022-11-01,2023-04-30,126,6,1,1,2,0,1,1,0,0,0,0,0,1,0,3,2,4,4,3,2,1,0,0,0,0,1,0,0,1,4,1,4,1,5,0,0,0,0,0,1,0,1,2,2,6,1,2,3,0,0,0,0,0,0,0,0,1,1,3,2,2,3,0,0,0,0,0,0,0,0,0,4,3,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,広島
5135,仲 航太,ナカ コウタ,東京,B1,H,111118,1,23,169,55,A,4.53,26.2,14,17,118,0,0,0.18,16,68.7,0.16,2.8,18,33.3,0.17,3.7,23,26.0,0.16,3.3,18,22.2,0.17,3.2,24,12.5,0.18,3.4,17,5.8,0.21,3.9,B1,B1,B1,45.0,46.0,2023,2,2022-11-01,2023-04-30,126,9,2,4,0,0,1,0,0,0,0,0,0,0,0,3,3,1,5,4,2,0,0,0,0,0,0,0,0,1,5,2,4,7,4,0,0,0,0,0,0,0,0,0,4,3,3,1,7,0,0,0,0,0,1,0,0,1,2,7,6,4,2,0,0,0,0,0,0,2,0,0,1,2,3,1,10,0,0,0,0,0,1,0,0,0,0,0,2,神奈川
5136,濱野 斗馬,ハマノ トウマ,香川,A2,H,111217,1,23,156,54,A,5.57,36.1,15,11,72,0,0,0.16,11,72.7,0.12,2.0,13,53.8,0.16,2.4,16,18.7,0.18,2.4,15,20.0,0.16,2.7,10,40.0,0.16,2.9,7,14.2,0.16,3.5,B1,B1,B1,48.0,50.0,2023,2,2022-11-01,2023-04-30,126,7,1,0,0,2,1,0,0,0,0,0,0,0,0,4,3,2,3,1,0,0,0,0,0,0,0,0,0,2,1,6,1,4,2,0,0,0,0,0,0,0,0,2,1,4,5,2,1,0,0,0,0,0,0,0,0,0,4,1,1,2,1,0,0,0,0,0,1,1,0,0,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,香川
5137,川原 涼,カワハラ リョウ,愛知,B1,H,120223,1,23,164,54,O,3.83,14.6,7,6,89,0,0,0.15,14,42.8,0.15,2.7,14,28.5,0.17,3.2,17,0.0,0.15,2.8,12,0.0,0.15,2.6,14,21.4,0.13,2.5,18,0.0,0.14,2.9,B1,B1,B2,48.0,45.0,2023,2,2022-11-01,2023-04-30,126,3,3,0,1,3,4,0,0,0,0,0,0,0,0,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,5,7,3,2,0,0,0,0,0,0,0,0,0,0,3,3,5,1,0,0,0,0,0,0,0,0,2,1,2,1,4,4,0,0,0,0,0,0,0,0,0,0,2,3,6,6,0,0,0,0,0,0,1,0,0,0,0,0,愛知
5138,村本 大成,ムラモト タイセイ,福岡,B1,H,120430,1,23,173,55,AB,2.66,7.9,2,6,101,0,0,0.18,9,22.2,0.14,3.7,19,10.5,0.18,4.2,17,5.8,0.19,4.2,17,5.8,0.16,3.2,24,8.3,0.18,3.2,15,0.0,0.22,5.1,B1,B1,B2,40.0,39.0,2023,2,2022-11-01,2023-04-30,126,1,1,2,1,0,4,0,0,0,0,0,0,0,0,1,1,3,3,6,4,0,0,0,0,0,0,1,0,0,1,3,2,4,7,0,0,0,0,0,0,0,0,0,1,0,2,5,9,0,0,0,0,0,0,0,0,0,2,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,福岡
5139,大場 恒季,オオバ コウキ,愛知,A2,H,120623,1,23,166,54,B,5.51,39.0,22,19,105,0,0,0.15,16,81.2,0.17,3.3,23,47.8,0.16,3.3,18,33.3,0.13,2.2,11,36.3,0.14,2.8,20,20.0,0.15,2.9,17,17.6,0.16,3.5,B1,B1,B1,48.0,49.0,2023,2,2022-11-01,2023-04-30,126,9,4,0,1,1,0,0,0,0,0,0,0,1,0,7,4,4,2,2,3,0,0,0,0,0,0,1,0,2,4,2,4,3,3,0,0,0,0,0,0,0,0,2,2,1,5,0,0,0,0,0,0,0,0,1,0,2,2,5,4,4,3,0,0,0,0,0,0,0,0,0,3,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,愛知
