登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
3505,山田竜一,ヤマダ リュウイチ,東京,A2,S,460325,1,54,156,56,O,5.68,38.4,18,35,138,1,0,0.15,27,74.0,0.15,2.5,23,52.1,0.16,3.2,25,28.0,0.16,2.2,27,33.3,0.13,2.3,22,22.7,0.14,2.5,14,0.0,0.17,3.2,A2,A2,B1,51.0,51.0,2025,2,2024-11-01,2025-04-30,67,11,9,5,0,0,1,0,0,0,0,0,0,0,1,2,10,3,5,2,1,0,0,0,0,0,0,0,0,2,5,9,3,3,3,0,0,0,0,0,0,0,0,2,7,10,3,1,4,0,0,0,0,0,0,0,0,1,4,2,6,5,4,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,東京
3507,藤井徹,フジイ トオル,大阪,B1,S,460607,1,54,165,52,B,4.22,21.8,5,7,55,0,0,0.19,9,66.6,0.15,3.6,11,9.0,0.17,3.8,8,25.0,0.2,3.0,16,6.2,0.2,3.8,10,20.0,0.19,4.5,1,0.0,0.25,2.0,B1,B1,B1,48.0,46.0,2025,2,2024-11-01,2025-04-30,67,2,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,4,2,0,0,0,0,0,1,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,4,3,5,0,0,0,0,0,0,1,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大阪
3508,久富政弘,ヒサトミ マサヒロ,佐賀,B1,S,460804,1,53,162,56,O,4.94,26.2,13,8,80,0,0,0.21,14,85.7,0.18,3.9,11,27.2,0.2,4.0,14,21.4,0.19,4.4,15,20.0,0.2,4.5,14,0.0,0.2,4.6,12,0.0,0.27,5.7,B1,B1,B1,47.0,49.0,2025,2,2024-11-01,2025-04-30,67,10,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,5,0,3,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0,1,2,3,4,2,3,0,0,0,0,0,0,0,0,0,0,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,佐賀
3509,池千夏,イケ チナツ,香川,B1,S,461102,2,53,165,50,A,4.44,24.5,7,8,61,0,0,0.15,9,66.6,0.11,1.8,10,20.0,0.16,2.4,11,27.2,0.15,2.4,10,20.0,0.12,2.1,11,18.1,0.16,2.5,9,0.0,0.18,4.2,B1,B1,B1,42.0,46.0,2025,2,2024-11-01,2025-04-30,67,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,0,0,0,0,0,0,0,0,1,2,2,0,6,0,0,0,0,0,0,1,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,2,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,愛媛
3514,山一鉄也,ヤマイチ テツヤ,福岡,B2,S,420417,1,58,162,52,A,5.91,35.5,14,2,45,1,0,0.16,11,81.8,0.15,3.4,5,20.0,0.18,3.6,5,20.0,0.21,4.6,10,30.0,0.15,3.6,9,22.2,0.17,3.4,5,0.0,0.18,3.6,A2,A2,A2,51.0,52.0,2025,2,2024-11-01,2025-04-30,68,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2,1,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3516,吉原聖人,ヨシハラ キヨト,広島,B1,S,421116,1,57,164,52,B,4.39,24.2,8,15,95,0,0,0.18,14,50.0,0.17,3.2,16,31.2,0.17,3.5,19,26.3,0.19,3.8,18,27.7,0.17,3.1,16,0.0,0.2,3.9,12,8.3,0.17,3.3,B1,B1,B1,48.0,47.0,2025,2,2024-11-01,2025-04-30,68,3,4,2,1,4,0,0,0,0,0,0,0,0,0,0,5,3,3,3,2,0,0,0,0,0,0,0,0,1,4,0,3,9,2,0,0,0,0,0,0,0,0,4,1,5,3,3,2,0,0,0,0,0,0,0,0,0,0,2,2,5,7,0,0,0,0,0,0,0,0,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,広島
3517,高橋勲,タカハシ イサオ,東京,A2,S,421222,1,57,165,58,O,5.71,42.1,28,31,140,3,0,0.14,24,79.1,0.12,2.2,30,60.0,0.13,2.6,30,33.3,0.17,3.3,28,21.4,0.16,3.1,20,30.0,0.13,2.6,8,0.0,0.2,2.8,B1,B1,B1,48.0,50.0,2025,2,2024-11-01,2025-04-30,68,16,3,0,2,3,0,0,0,0,0,0,0,0,0,4,14,1,4,5,2,0,0,0,0,0,0,0,0,3,7,6,6,3,5,0,0,0,0,0,0,0,0,2,4,6,7,4,5,0,0,0,0,0,0,0,0,3,3,5,3,1,4,0,0,0,0,0,0,1,0,0,0,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,神奈川
3518,倉田郁美,クラタ イクミ,静岡,B1,S,430229,2,57,154,50,A,4.61,21.2,6,11,80,0,0,0.21,9,44.4,0.23,4.1,15,46.6,0.22,4.3,16,6.2,0.19,3.2,17,17.6,0.18,2.9,13,7.6,0.22,3.8,10,10.0,0.25,4.7,B1,B1,B1,47.0,48.0,2025,2,2024-11-01,2025-04-30,68,2,2,1,1,3,0,0,0,0,0,0,0,0,0,2,5,3,2,3,0,0,0,0,0,0,0,0,0,0,1,3,7,4,1,0,0,0,0,0,0,0,0,2,1,5,3,3,3,0,0,0,0,0,0,0,0,0,1,1,5,5,1,0,0,0,0,0,0,0,0,0,1,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3519,冨田秀幸,トミタ ヒデユキ,愛知,B1,S,430517,1,57,159,52,A,4.52,21.0,8,19,128,0,0,0.15,18,55.5,0.14,2.3,22,18.1,0.16,3.3,25,24.0,0.14,2.8,24,16.6,0.16,3.3,21,14.2,0.14,2.8,18,0.0,0.18,4.4,B1,B1,B1,48.0,48.0,2025,2,2024-11-01,2025-04-30,68,3,7,4,2,2,0,0,0,0,0,0,0,0,0,2,2,5,5,7,1,0,0,0,0,0,1,0,0,2,4,6,8,5,0,0,0,0,0,0,0,0,0,0,4,3,8,7,2,0,0,0,0,0,0,0,0,1,2,6,4,3,4,0,0,0,0,0,0,1,0,0,0,0,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3523,寳田亮治,タカラダ リョウジ,福岡,B1,S,431114,1,56,164,54,AB,5.16,34.0,13,17,88,0,0,0.17,14,85.7,0.16,3.5,11,45.4,0.18,3.5,18,16.6,0.17,3.9,16,25.0,0.15,3.1,13,23.0,0.16,4.1,16,18.7,0.2,4.0,B1,A2,B1,47.0,49.0,2025,2,2024-11-01,2025-04-30,68,9,3,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,0,0,0,0,0,0,0,0,1,3,4,4,3,1,0,0,0,0,0,0,0,0,1,2,2,1,4,3,0,0,0,0,0,0,0,0,0,3,1,2,4,6,0,0,0,0,0,0,0,0,0,0,2,0,福岡
3527,中嶋誠一郎,ナカシマ セイイチロウ,長崎,B1,S,460113,1,54,163,53,B,5.44,29.9,14,21,117,0,0,0.17,19,73.6,0.16,2.6,16,31.2,0.17,3.9,19,31.5,0.17,3.2,24,20.8,0.2,3.7,23,13.0,0.17,3.7,16,12.5,0.15,2.9,B1,B1,A2,50.0,51.0,2025,2,2024-11-01,2025-04-30,68,10,4,1,4,0,0,0,0,0,0,0,0,0,0,1,4,3,4,3,1,0,0,0,0,0,0,0,0,1,5,7,2,2,2,0,0,0,0,0,0,0,0,1,4,6,7,5,1,0,0,0,0,0,0,0,0,1,2,8,4,5,3,0,0,0,0,0,0,0,0,0,2,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,長崎
3528,笠野友紀恵,カサノ ユキエ,愛知,B1,S,460324,2,54,162,48,O,3.41,11.2,4,4,71,0,0,0.22,10,30.0,0.27,4.5,13,23.0,0.22,3.8,12,16.6,0.2,4.8,10,0.0,0.18,3.5,13,0.0,0.23,5.2,13,0.0,0.24,4.4,B1,B1,B1,46.0,43.0,2025,2,2024-11-01,2025-04-30,68,2,1,2,2,1,2,0,0,0,0,0,1,0,0,1,2,3,3,2,2,0,0,0,0,0,0,0,0,1,1,1,3,2,4,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3532,柴田光,シバタ ヒカル,群馬,A1,S,461206,1,53,166,54,O,7.49,61.7,39,24,102,4,1,0.16,32,81.2,0.16,3.1,34,55.8,0.17,3.3,16,56.2,0.13,2.6,16,43.7,0.17,3.6,4,50.0,0.15,3.3,0,0.0,0.0,0.0,A1,A1,A2,54.0,56.0,2025,2,2024-11-01,2025-04-30,68,24,2,4,0,0,2,0,0,0,0,0,0,0,0,7,12,7,4,2,2,0,0,0,0,0,0,0,0,4,5,4,2,1,0,0,0,0,0,0,1,0,0,4,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,群馬
3535,渡修平,ワタリ シュウヘイ,兵庫,B1,S,470810,1,52,166,52,AB,4.41,25.7,7,11,70,0,0,0.21,9,66.6,0.17,3.6,15,26.6,0.21,4.4,12,16.6,0.19,3.9,12,25.0,0.23,4.6,10,30.0,0.19,3.7,12,0.0,0.24,5.1,B1,B1,B1,43.0,46.0,2025,2,2024-11-01,2025-04-30,68,3,3,1,2,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,0,0,0,0,0,0,0,0,2,0,3,2,4,1,0,0,0,0,0,0,0,0,1,2,1,4,2,2,0,0,0,0,0,0,0,0,0,3,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
3538,菊池峰晴,キクチ ミネハル,群馬,B1,S,430309,1,57,159,53,O,5.16,30.6,22,16,124,1,0,0.18,23,86.9,0.17,3.1,19,36.8,0.18,3.6,24,25.0,0.15,3.2,19,21.0,0.17,3.4,21,0.0,0.19,3.9,18,5.5,0.21,4.4,B1,A2,B1,51.0,49.0,2025,2,2024-11-01,2025-04-30,69,14,6,1,1,1,0,0,0,0,0,0,0,0,0,1,6,1,5,4,1,1,0,0,0,0,0,0,0,4,2,3,9,5,1,0,0,0,0,0,0,0,0,3,1,2,7,4,2,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,1,2,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,栃木
3539,金子順一,カネコ ジュンイチ,山口,B1,S,430315,1,57,162,55,B,3.99,18.0,4,14,100,0,0,0.17,16,25.0,0.17,3.3,22,22.7,0.14,3.3,20,30.0,0.15,3.2,22,13.6,0.17,3.4,17,0.0,0.23,4.4,3,0.0,0.18,3.0,B1,B1,B1,44.0,46.0,2025,2,2024-11-01,2025-04-30,69,1,3,9,1,1,1,0,0,0,0,0,0,0,0,1,4,2,5,3,7,0,0,0,0,0,0,0,0,2,4,2,3,2,7,0,0,0,0,0,0,0,0,0,3,2,9,5,3,0,0,0,0,0,0,0,0,0,0,1,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,山口
3541,三嶌誠司,ミシマ セイジ,香川,A1,S,430708,1,56,159,54,B,6.56,48.0,29,34,131,5,0,0.14,24,83.3,0.14,2.8,17,76.4,0.13,2.4,21,28.5,0.15,3.5,27,55.5,0.14,2.6,21,19.0,0.13,2.7,21,23.8,0.16,3.2,A1,A1,A1,55.0,59.0,2025,2,2024-11-01,2025-04-30,69,13,7,2,1,1,0,0,0,0,0,0,0,0,0,7,6,1,3,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,2,1,0,0,0,0,0,0,0,4,11,4,3,3,2,0,0,0,0,0,0,0,0,2,2,5,4,6,2,0,0,0,0,0,1,0,0,0,5,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,香川
3542,清水紀克,シミズ ノリカツ,愛知,B1,S,430914,1,56,165,57,O,3.91,21.9,3,15,82,0,0,0.18,13,38.4,0.15,3.2,52,17.3,0.18,3.8,15,26.6,0.18,3.5,2,0.0,0.32,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B2,B1,B1,40.0,45.0,2025,2,2024-11-01,2025-04-30,69,2,3,0,0,4,4,0,0,0,0,0,0,0,0,1,8,8,9,14,12,0,0,0,0,0,0,0,0,0,4,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3543,福田雅一,フクダ マサカズ,香川,A2,S,431010,1,56,165,56,A,5.89,39.6,31,19,126,3,0,0.16,23,86.9,0.14,2.6,22,50.0,0.15,3.0,18,44.4,0.16,3.2,29,20.6,0.2,3.9,19,15.7,0.14,2.7,15,13.3,0.18,3.5,A2,A2,A2,50.0,53.0,2025,2,2024-11-01,2025-04-30,69,14,6,1,0,0,2,0,0,0,0,0,0,0,0,8,3,4,2,3,2,0,0,0,0,0,0,0,0,3,5,3,1,4,2,0,0,0,0,0,0,0,0,3,3,5,7,5,6,0,0,0,0,0,0,0,0,2,1,7,7,1,1,0,0,0,0,0,0,0,0,1,1,3,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,香川
3544,豊田訓靖,トヨダ クニヤス,静岡,B2,S,431228,1,56,165,54,AB,4.79,35.7,5,5,28,0,0,0.16,5,100.0,0.15,3.6,5,60.0,0.2,4.8,4,0.0,0.13,3.3,5,0.0,0.17,4.0,3,33.3,0.12,3.7,6,16.6,0.17,4.5,B1,B1,B1,46.0,46.0,2025,2,2024-11-01,2025-04-30,69,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,静岡
3546,中里昌志,ナカサト マサシ,埼玉,B1,S,440331,1,56,165,52,B,4.55,21.2,9,12,99,0,0,0.18,17,64.7,0.17,3.2,16,25.0,0.2,4.0,17,5.8,0.2,3.3,21,14.2,0.16,3.0,18,11.1,0.15,3.2,10,0.0,0.21,3.5,B1,B1,B1,49.0,47.0,2025,2,2024-11-01,2025-04-30,69,5,6,3,0,0,2,0,0,0,0,0,0,0,1,2,2,3,3,4,2,0,0,0,0,0,0,0,0,1,0,5,2,7,2,0,0,0,0,0,0,0,0,1,2,7,4,6,1,0,0,0,0,0,0,0,0,0,2,2,7,5,2,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
3548,室田泰史,ムロタ ヤスフミ,福井,A2,S,450220,1,55,164,55,A,5.95,42.3,29,26,130,1,0,0.14,28,85.7,0.12,1.5,17,41.1,0.11,2.1,23,47.8,0.15,2.1,26,30.7,0.15,2.9,19,21.0,0.13,2.8,17,5.8,0.15,3.5,A2,A2,B1,51.0,52.0,2025,2,2024-11-01,2025-04-30,69,21,3,1,0,1,1,1,0,0,0,0,0,0,0,1,6,4,1,3,2,0,0,0,0,0,0,0,0,5,6,6,3,0,3,0,0,0,0,0,0,0,0,2,6,5,5,5,3,0,0,0,0,0,0,0,0,0,4,4,5,5,1,0,0,0,0,0,1,0,0,0,1,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,福井
3550,都築正治,ツヅキ マサハル,愛知,B1,S,460626,1,54,162,55,B,5.17,35.6,21,26,132,0,0,0.16,17,88.2,0.15,2.9,28,53.5,0.16,3.1,25,20.0,0.15,2.9,25,32.0,0.17,2.8,24,16.6,0.17,3.2,13,0.0,0.16,3.8,B1,B1,A2,48.0,49.0,2025,2,2024-11-01,2025-04-30,69,13,2,1,0,0,1,0,0,0,0,0,0,0,0,3,12,5,1,2,5,0,0,0,0,0,0,0,0,2,3,5,5,8,2,0,0,0,0,0,0,0,0,1,7,5,5,5,2,0,0,0,0,0,0,0,0,2,2,1,6,9,4,0,0,0,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3551,藤田美代,フジタ ミヨ,福岡,B1,S,460906,2,53,150,46,AB,4.24,20.2,6,12,89,0,0,0.18,10,60.0,0.19,4.2,15,26.6,0.2,4.1,16,18.7,0.18,3.3,18,0.0,0.18,3.1,17,23.5,0.16,2.9,13,7.6,0.15,3.5,B1,B1,B1,48.0,46.0,2025,2,2024-11-01,2025-04-30,69,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,2,2,0,0,0,0,0,0,0,0,1,2,2,4,4,3,0,0,0,0,0,0,0,0,0,0,1,8,4,4,0,0,0,0,0,0,0,1,0,4,3,4,5,1,0,0,0,0,0,0,0,0,1,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3553,平池仁志,ヒライケ ヒトシ,香川,B1,S,470112,1,53,164,55,B,4.38,21.4,4,17,98,0,0,0.19,14,35.7,0.19,3.1,15,33.3,0.21,4.1,16,18.7,0.19,4.3,21,33.3,0.2,4.1,20,5.0,0.19,3.4,12,0.0,0.17,3.9,B1,B1,B1,47.0,47.0,2025,2,2024-11-01,2025-04-30,69,2,3,4,1,4,0,0,0,0,0,0,0,0,0,0,5,3,2,1,4,0,0,0,0,0,0,0,0,0,3,2,4,3,4,0,0,0,0,0,0,0,0,2,5,1,7,3,3,0,0,0,0,0,0,0,0,0,1,8,4,3,4,0,0,0,0,0,0,0,0,0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,香川
3554,仲口博崇,ナカグチ ヒロタカ,愛知,A1,S,470803,1,52,163,53,A,6.53,50.0,38,30,136,5,0,0.17,33,78.7,0.15,2.9,29,51.7,0.17,3.6,37,43.2,0.19,3.8,28,32.1,0.19,3.9,6,16.6,0.18,3.0,3,33.3,0.15,3.3,A1,A2,A2,54.0,56.0,2025,2,2024-11-01,2025-04-30,69,22,4,2,3,2,0,0,0,0,0,0,0,0,0,7,8,2,3,5,4,0,0,0,0,0,0,0,0,6,10,7,7,5,2,0,0,0,0,0,0,0,0,3,6,5,9,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,愛知
3556,田中信一郎,タナカ シンイチロウ,大阪,A1,S,471208,1,52,166,53,AB,6.38,46.1,27,27,117,4,1,0.15,28,96.4,0.14,2.8,19,47.3,0.14,2.5,17,47.0,0.13,2.8,19,36.8,0.16,3.1,15,13.3,0.17,3.6,19,5.2,0.14,3.9,A1,A1,A1,57.0,60.0,2025,2,2024-11-01,2025-04-30,69,20,7,1,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,4,0,0,0,0,0,0,0,0,0,2,6,3,4,2,0,0,0,0,0,0,0,0,0,1,6,3,3,5,1,0,0,0,0,0,0,0,0,0,2,4,5,2,2,0,0,0,0,0,0,0,0,0,1,3,3,4,8,0,0,0,0,0,0,0,0,0,0,1,0,大阪
3557,太田和美,オオタ カズミ,大阪,A1,S,480106,1,52,165,55,A,6.55,44.0,32,27,134,3,1,0.16,31,83.8,0.14,3.0,24,45.8,0.14,3.7,23,56.5,0.15,3.2,22,22.7,0.16,3.9,21,19.0,0.18,3.9,13,0.0,0.22,4.6,A1,A1,A1,61.0,64.0,2025,2,2024-11-01,2025-04-30,69,20,6,2,0,0,2,1,0,0,0,0,0,0,0,3,8,4,5,3,1,0,0,0,0,0,0,0,0,4,9,3,3,3,1,0,0,0,0,0,0,0,0,2,3,7,6,2,2,0,0,0,0,0,0,0,0,3,1,5,4,4,4,0,0,0,0,0,0,0,0,0,0,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,奈良
3558,山本浩次,ヤマモト コウジ,岡山,B1,S,480219,1,52,167,53,A,4.48,26.5,8,13,79,1,0,0.18,13,69.2,0.17,3.5,12,41.6,0.15,3.2,16,25.0,0.19,3.7,15,13.3,0.19,3.3,17,0.0,0.17,3.6,6,16.6,0.18,3.7,B1,B1,A2,50.0,47.0,2025,2,2024-11-01,2025-04-30,69,3,6,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1,2,1,0,0,0,0,0,0,0,0,1,3,1,4,4,3,0,0,0,0,0,0,0,0,1,1,3,3,6,1,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,大阪
3562,山下和彦,ヤマシタ カズヒコ,広島,A2,S,440518,1,56,156,53,O,5.67,38.5,24,30,140,2,0,0.17,30,70.0,0.18,3.9,26,42.3,0.18,3.2,22,50.0,0.17,3.0,18,33.3,0.16,2.8,22,13.6,0.15,3.3,21,9.5,0.2,4.3,A1,A2,A1,52.0,52.0,2025,2,2024-11-01,2025-04-30,70,16,5,3,4,2,0,0,0,0,0,0,0,0,0,3,8,6,0,6,2,0,0,0,0,0,0,1,0,4,7,1,4,4,2,0,0,0,0,0,1,0,0,1,5,3,5,3,1,0,0,0,0,0,0,0,0,0,3,4,6,6,3,0,0,0,0,0,0,0,0,0,2,7,6,4,2,0,0,0,0,0,0,0,0,0,0,0,1,広島
3563,堤昇,ツツミ ノボル,静岡,B1,S,441219,1,55,160,55,AB,5.14,30.6,22,24,150,1,0,0.17,29,68.9,0.17,2.9,25,36.0,0.16,2.8,33,21.2,0.15,3.0,28,25.0,0.18,3.7,22,9.0,0.18,3.6,13,7.6,0.15,3.7,A2,B1,A2,50.0,49.0,2025,2,2024-11-01,2025-04-30,70,15,5,6,2,1,0,0,0,0,0,0,0,0,0,3,6,4,5,2,5,0,0,0,0,0,0,0,0,3,4,8,8,7,3,0,0,0,0,0,0,0,0,0,7,6,5,3,7,0,0,0,0,0,1,0,0,1,1,4,5,4,7,0,0,0,0,0,0,0,0,0,1,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,静岡
3564,桑原啓,クワハラ アキラ,福岡,B1,S,450325,1,55,158,54,A,4.84,30.8,22,19,133,1,0,0.16,21,57.1,0.16,3.2,20,25.0,0.16,2.9,25,20.0,0.15,3.4,30,33.3,0.16,2.7,23,17.3,0.16,3.7,14,35.7,0.16,3.5,B1,B1,B1,46.0,48.0,2025,2,2024-11-01,2025-04-30,70,7,5,3,1,2,3,0,0,0,0,0,0,0,0,2,3,4,3,4,4,0,0,0,0,0,0,0,0,4,1,3,8,6,3,0,0,0,0,0,0,0,0,5,5,4,6,7,3,0,0,0,0,0,0,0,0,1,3,3,4,4,8,0,0,0,0,0,1,0,0,3,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,熊本
3566,川添英正,カワゾエ ヒデマサ,福岡,B1,S,450429,1,55,159,51,O,4.72,24.2,9,15,99,0,0,0.19,15,40.0,0.18,3.1,20,20.0,0.2,4.7,17,41.1,0.17,3.2,18,27.7,0.2,3.8,15,13.3,0.21,4.3,14,0.0,0.19,5.0,B1,B1,B1,48.0,49.0,2025,2,2024-11-01,2025-04-30,70,4,2,3,3,3,0,0,0,0,0,0,0,0,0,2,2,5,4,6,1,0,0,0,0,0,0,0,0,2,5,2,2,2,4,0,0,0,0,0,1,0,0,1,4,4,6,3,0,0,0,0,0,0,0,0,0,0,2,2,3,5,3,0,0,0,0,0,0,0,0,0,0,2,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3567,吉岡誠,ヨシオカ マコト,山口,B1,S,450730,1,54,164,57,O,3.75,18.3,4,7,60,0,0,0.19,7,28.5,0.14,3.4,12,41.6,0.18,3.8,11,9.0,0.16,3.0,9,0.0,0.18,2.9,12,25.0,0.21,3.6,9,0.0,0.25,4.7,B1,B1,B1,45.0,44.0,2025,2,2024-11-01,2025-04-30,70,0,2,1,1,1,2,0,0,0,0,0,0,0,0,3,2,1,1,1,4,0,0,0,0,0,0,0,0,0,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,1,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,山口
3568,木村光宏,キムラ ミツヒロ,香川,B1,S,460216,1,54,162,56,A,4.25,24.6,10,8,73,0,0,0.18,10,70.0,0.16,3.7,15,20.0,0.18,4.6,18,33.3,0.21,3.7,13,7.6,0.2,4.2,10,10.0,0.16,3.6,7,0.0,0.14,4.0,B1,B1,B1,48.0,45.0,2025,2,2024-11-01,2025-04-30,70,5,2,0,1,0,1,1,0,0,0,0,0,0,0,1,2,2,1,6,3,0,0,0,0,0,0,0,0,4,2,3,6,2,1,0,0,0,0,0,0,0,0,0,1,0,5,3,4,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,香川
