登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
3721,守田俊介,モリタ シュンスケ,滋賀,A1,S,500812,1,49,171,55,A,7.0,48.9,23,24,96,4,0,0.12,18,94.4,0.1,2.6,19,52.6,0.12,2.8,14,57.1,0.09,2.7,20,35.0,0.12,2.9,15,26.6,0.14,3.2,10,10.0,0.12,2.5,A1,A1,A1,59.0,68.0,2025,1,2024-05-01,2024-10-31,74,14,3,0,0,0,1,0,0,0,0,0,0,0,0,4,6,4,3,0,2,0,0,0,0,0,0,0,0,2,6,1,2,1,2,0,0,0,0,0,1,0,0,2,5,4,1,2,5,1,0,0,0,0,0,0,0,1,3,3,4,2,2,0,0,0,0,0,1,0,0,0,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,京都
3722,西村秀樹,ニシムラ ヒデキ,福岡,B1,S,450712,1,54,157,54,A,3.97,18.9,6,8,74,0,0,0.17,11,45.4,0.15,2.6,12,25.0,0.17,3.4,15,20.0,0.16,3.2,13,15.3,0.16,3.0,12,8.3,0.18,3.3,11,0.0,0.22,3.9,B1,B1,B1,43.0,45.0,2025,1,2024-05-01,2024-10-31,75,4,1,3,1,2,0,0,0,0,0,0,1,0,0,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,3,1,2,2,7,0,0,0,0,0,0,0,0,0,2,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,0,0,0,0,0,0,0,0,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,福岡
3726,桂林寛,カツラバヤシ ヒロシ,福岡,B1,S,460710,1,53,165,54,A,5.0,33.3,12,22,102,0,0,0.16,14,78.5,0.17,3.4,18,33.3,0.17,3.7,22,45.4,0.15,2.6,14,21.4,0.14,2.9,21,19.0,0.14,2.6,13,0.0,0.18,3.7,B1,B1,B1,48.0,48.0,2025,1,2024-05-01,2024-10-31,75,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,3,0,0,0,0,0,0,0,0,5,5,2,1,6,2,1,0,0,0,0,0,0,0,1,2,1,5,4,1,0,0,0,0,0,1,0,0,1,3,4,6,5,2,0,0,0,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3730,塩崎優司,シオサキ ユウジ,愛知,B1,S,470619,1,52,165,53,A,4.26,22.2,8,20,126,0,0,0.16,18,50.0,0.15,3.5,21,23.8,0.15,3.2,22,27.2,0.15,2.9,25,16.0,0.17,3.0,21,14.2,0.19,3.6,19,5.2,0.17,4.1,B1,B1,B1,47.0,47.0,2025,1,2024-05-01,2024-10-31,75,6,3,3,2,2,2,0,0,0,0,0,0,0,0,0,5,1,7,5,3,0,0,0,0,0,0,0,0,2,4,7,2,7,0,0,0,0,0,0,0,0,0,0,4,2,7,9,3,0,0,0,0,0,0,0,0,0,3,1,4,9,4,0,0,0,0,0,0,0,0,0,1,2,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3731,高濱芳久,タカハマ ヨシヒサ,広島,B1,S,480711,1,51,160,54,A,4.91,34.2,15,21,105,0,0,0.19,15,60.0,0.2,3.9,29,55.1,0.18,4.3,23,34.7,0.19,3.8,20,15.0,0.17,3.3,17,0.0,0.19,4.2,1,0.0,0.16,1.0,B1,B1,B1,49.0,48.0,2025,1,2024-05-01,2024-10-31,75,8,1,2,1,1,2,0,0,0,0,0,0,0,0,6,10,3,3,5,2,0,0,0,0,0,0,0,0,1,7,5,2,4,4,0,0,0,0,0,0,0,0,0,3,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,広島
3736,岡本猛,オカモト タケシ,大阪,B1,S,481118,1,51,172,53,A,5.19,32.5,16,28,135,0,0,0.16,20,80.0,0.17,3.5,22,31.8,0.16,4.0,29,31.0,0.16,2.8,19,26.3,0.13,2.9,26,23.0,0.16,3.0,19,5.2,0.17,3.5,B1,B1,A2,49.0,49.0,2025,1,2024-05-01,2024-10-31,75,8,8,1,2,0,1,0,0,0,0,0,0,0,0,4,3,4,4,4,3,0,0,0,0,0,0,0,0,2,7,9,5,3,3,0,0,0,0,0,0,0,0,1,4,1,3,5,5,0,0,0,0,0,0,0,0,1,5,9,2,6,3,0,0,0,0,0,0,0,0,0,1,4,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,大阪
3737,上平真二,ウエヒラ シンジ,広島,A1,S,481128,1,51,167,54,B,7.17,52.0,34,29,121,8,2,0.15,33,78.7,0.15,3.7,19,47.3,0.18,3.8,22,45.4,0.12,3.4,21,47.6,0.14,3.7,16,43.7,0.18,3.7,10,10.0,0.16,3.8,A1,A1,A1,64.0,58.0,2025,1,2024-05-01,2024-10-31,75,20,6,4,2,1,0,0,0,0,0,0,0,0,0,4,5,2,5,2,1,0,0,0,0,0,0,0,0,5,5,3,5,2,2,0,0,0,0,0,0,0,0,3,7,7,4,0,0,0,0,0,0,0,0,0,0,1,6,5,2,1,1,0,0,0,0,0,1,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,広島
3740,大澤普司,オオサワ シンジ,群馬,A2,S,490506,1,50,157,57,A,5.78,36.2,19,22,113,4,0,0.16,21,76.1,0.18,3.6,18,44.4,0.15,3.3,19,42.1,0.15,2.8,17,23.5,0.14,2.4,18,16.6,0.15,3.6,19,10.5,0.16,3.6,A2,A1,A2,53.0,52.0,2025,1,2024-05-01,2024-10-31,75,9,7,1,1,1,2,0,0,0,0,0,0,0,0,4,4,4,5,1,0,0,0,0,0,0,0,0,0,2,6,4,3,1,3,0,0,0,0,0,0,0,0,3,1,4,7,2,0,0,0,0,0,0,0,0,0,1,2,5,3,5,1,1,0,0,0,0,0,0,0,0,2,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,群馬
3741,松尾基成,マツオ モトナリ,福岡,B1,S,490516,1,50,163,57,A,3.86,16.9,9,9,106,0,0,0.18,14,64.2,0.16,2.6,21,4.7,0.17,4.0,20,25.0,0.2,4.1,17,11.7,0.17,3.4,23,4.3,0.18,4.3,11,0.0,0.22,5.1,B1,B1,B1,47.0,45.0,2025,1,2024-05-01,2024-10-31,75,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,4,8,4,4,0,0,0,0,0,0,0,0,2,3,1,4,3,7,0,0,0,0,0,0,0,0,1,1,3,4,7,1,0,0,0,0,0,0,0,0,0,1,4,0,10,8,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3742,宮地秀祈,ミヤチ ヒデキ,福岡,B1,S,490712,1,50,167,54,B,4.12,20.4,7,10,83,0,0,0.2,13,61.5,0.18,3.4,16,18.7,0.19,4.1,12,16.6,0.2,4.4,19,10.5,0.23,4.2,13,15.3,0.21,3.9,10,0.0,0.2,4.0,B1,B1,B1,48.0,45.0,2025,1,2024-05-01,2024-10-31,75,5,3,0,2,2,1,0,0,0,0,0,0,0,0,1,2,5,4,2,1,0,0,0,0,0,0,1,0,0,2,0,5,2,2,0,0,0,0,0,0,1,0,0,2,1,3,4,8,1,0,0,0,0,0,0,0,1,1,3,2,2,4,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3743,林美憲,ハヤシ ヨシノリ,徳島,A1,S,491116,1,50,161,52,A,6.91,57.1,46,34,140,6,1,0.14,34,76.4,0.14,2.8,32,37.5,0.15,3.5,33,63.6,0.15,3.2,35,48.5,0.13,2.6,5,80.0,0.1,1.4,1,0.0,0.13,1.0,A1,A1,A1,59.0,54.0,2025,1,2024-05-01,2024-10-31,75,21,5,4,0,1,3,0,0,0,0,0,1,0,0,5,7,6,6,5,3,0,0,0,0,0,0,0,0,8,13,4,2,3,3,0,0,0,0,0,0,0,0,9,8,8,5,3,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,徳島
3744,徳増秀樹,トクマス ヒデキ,静岡,A1,S,491129,1,50,166,55,A,6.49,49.3,33,37,142,4,1,0.12,27,92.5,0.13,3.7,30,46.6,0.12,3.3,22,59.0,0.13,2.9,32,31.2,0.12,2.7,23,34.7,0.12,3.0,8,0.0,0.11,3.5,A1,A1,A1,63.0,61.0,2025,1,2024-05-01,2024-10-31,75,17,8,0,1,1,0,0,0,0,0,0,0,0,0,3,11,3,2,6,5,0,0,0,0,0,0,0,0,3,10,4,2,3,0,0,0,0,0,0,0,0,0,4,6,6,5,4,7,0,0,0,0,0,0,0,0,6,2,1,3,4,6,1,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,静岡
3745,橋本年光,ハシモト トシミツ,兵庫,A1,S,491219,1,50,165,54,O,6.28,39.6,17,27,111,7,0,0.16,18,66.6,0.16,3.5,19,68.4,0.14,3.4,22,36.3,0.2,4.0,23,21.7,0.14,3.5,15,26.6,0.14,3.4,14,14.2,0.19,4.6,A2,A2,A2,50.0,54.0,2025,1,2024-05-01,2024-10-31,75,6,6,3,2,1,0,0,0,0,0,0,1,0,0,8,5,4,1,1,0,0,0,0,0,0,0,0,0,1,7,8,2,3,1,0,0,0,0,0,0,0,0,1,4,7,10,1,0,0,0,0,0,0,0,0,0,1,3,7,2,2,0,0,0,0,0,0,0,0,0,0,2,2,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,兵庫
3746,岡瀬正人,オカセ マサト,岡山,A2,S,500311,1,49,162,54,O,5.52,37.2,24,33,153,2,0,0.17,29,75.8,0.15,3.6,29,37.9,0.17,3.9,23,43.4,0.16,3.6,24,25.0,0.19,4.3,26,15.3,0.18,4.5,22,18.1,0.17,4.5,A2,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,75,17,5,0,2,3,2,0,0,0,0,0,0,0,0,3,8,8,5,4,1,0,0,0,0,0,0,0,0,2,8,4,3,4,2,0,0,0,0,0,1,0,0,1,5,6,4,5,3,0,0,0,0,0,0,0,0,1,3,5,8,4,5,0,0,0,0,0,0,0,0,0,4,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,岡山
3747,國崎良春,クニサキ ヨシハル,福岡,B1,S,500402,1,49,168,52,AB,5.43,35.5,23,25,135,1,0,0.15,27,85.1,0.16,3.3,21,28.5,0.15,3.7,25,32.0,0.18,2.8,19,5.2,0.14,3.4,18,27.7,0.15,2.6,25,20.0,0.12,2.6,A2,A2,A2,52.0,50.0,2025,1,2024-05-01,2024-10-31,75,16,7,2,0,0,2,0,0,0,0,0,0,0,0,3,3,6,4,2,3,0,0,0,0,0,0,0,0,1,7,3,5,2,7,0,0,0,0,0,0,0,0,0,1,8,5,2,3,0,0,0,0,0,0,0,0,1,4,3,5,2,3,0,0,0,0,0,0,0,0,2,3,2,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3748,小黒竜吾,オグロ リュウゴ,埼玉,B1,S,500708,1,49,169,58,B,4.15,19.2,11,9,104,0,0,0.16,11,45.4,0.13,2.3,20,10.0,0.17,3.1,18,38.8,0.17,3.0,19,21.0,0.17,3.3,22,9.0,0.15,3.1,14,0.0,0.16,3.4,B1,B1,B1,46.0,46.0,2025,1,2024-05-01,2024-10-31,75,3,2,1,3,2,0,0,0,0,0,0,0,0,0,1,1,4,3,4,7,0,0,0,0,0,0,0,0,4,3,0,5,4,2,0,0,0,0,0,0,0,0,3,1,2,4,7,2,0,0,0,0,0,0,0,0,0,2,6,5,5,4,0,0,0,0,0,0,0,0,0,0,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
3752,宇土泰就,ウト ヤスナリ,福岡,B1,S,460516,1,53,168,55,A,4.02,16.6,8,11,114,0,0,0.16,15,46.6,0.18,3.5,21,19.0,0.16,3.7,18,16.6,0.18,3.8,21,4.7,0.16,3.7,21,9.5,0.14,2.8,18,11.1,0.14,3.3,B1,B1,B1,46.0,45.0,2025,1,2024-05-01,2024-10-31,76,4,3,2,2,3,1,0,0,0,0,0,0,0,0,2,2,7,7,2,1,0,0,0,0,0,0,0,0,0,3,3,4,5,3,0,0,0,0,0,0,0,0,0,1,2,4,4,10,0,0,0,0,0,1,0,0,1,1,6,3,6,3,0,0,0,0,0,0,1,0,1,1,1,3,3,8,0,0,0,0,0,0,1,0,0,0,0,0,福岡
3757,畑和宏,ハタ カズヒロ,広島,B1,S,461103,1,53,170,51,A,5.1,24.5,13,13,106,1,0,0.15,17,70.5,0.13,2.5,17,35.2,0.13,2.5,18,5.5,0.13,2.6,19,21.0,0.16,3.0,17,11.7,0.17,3.5,18,5.5,0.18,4.0,B1,B1,B1,48.0,50.0,2025,1,2024-05-01,2024-10-31,76,8,4,1,0,4,0,0,0,0,0,0,0,0,0,3,3,4,5,1,1,0,0,0,0,0,0,0,0,0,1,8,6,2,1,0,0,0,0,0,0,0,0,1,3,5,7,2,1,0,0,0,0,0,0,0,0,0,2,5,5,2,3,0,0,0,0,0,0,0,0,1,0,2,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,広島
3761,山本光雄,ヤマモト ミツオ,滋賀,B1,S,470211,1,52,166,54,AB,4.61,26.0,17,19,138,0,0,0.16,18,72.2,0.15,2.8,27,37.0,0.18,3.9,28,21.4,0.15,3.4,20,15.0,0.15,3.1,29,13.7,0.16,2.9,16,0.0,0.15,3.4,B1,B1,B1,50.0,47.0,2025,1,2024-05-01,2024-10-31,76,10,3,1,2,2,0,0,0,0,0,0,0,0,0,2,8,1,6,7,3,0,0,0,0,0,0,0,0,3,3,7,7,6,2,0,0,0,0,0,0,0,0,1,2,2,5,4,6,0,0,0,0,0,0,0,0,1,3,5,7,7,6,0,0,0,0,0,0,0,0,0,0,2,4,4,5,0,0,0,0,0,0,1,0,0,0,0,0,滋賀
3769,佐竹恒彦,サタケ ツネヒコ,滋賀,A2,S,480905,1,51,167,54,O,5.63,33.3,13,18,93,0,0,0.15,15,86.6,0.11,2.2,18,44.4,0.17,3.4,15,40.0,0.12,1.9,19,15.7,0.14,2.8,14,7.1,0.17,3.1,12,0.0,0.2,5.0,B1,B1,A2,50.0,51.0,2025,1,2024-05-01,2024-10-31,76,9,4,1,0,0,1,0,0,0,0,0,0,0,0,2,6,5,3,2,0,0,0,0,0,0,0,0,0,1,5,4,4,0,1,0,0,0,0,0,0,0,0,1,2,5,7,3,0,1,0,0,0,0,0,0,0,0,1,3,5,5,0,0,0,0,0,0,1,0,0,0,0,3,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,滋賀
3771,折下寛法,オリシタ ヒロノリ,東京,A2,S,490310,1,50,173,53,B,5.46,35.8,16,22,106,1,0,0.14,19,84.2,0.14,1.9,17,47.0,0.13,2.5,21,28.5,0.13,3.0,20,20.0,0.14,3.0,16,18.7,0.14,2.3,13,7.6,0.14,3.2,A2,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,76,11,5,0,3,0,0,0,0,0,0,0,0,0,0,4,4,2,5,2,0,0,0,0,0,0,0,0,0,1,5,4,5,6,0,0,0,0,0,0,0,0,0,0,4,1,6,5,4,0,0,0,0,0,0,0,0,0,3,8,0,5,0,0,0,0,0,0,0,0,0,0,1,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,東京
3772,一柳和孝,イチヤナギ カズタカ,埼玉,A2,S,490403,1,50,163,54,A,5.51,39.0,16,27,110,1,1,0.15,23,78.2,0.13,2.7,15,33.3,0.16,3.0,16,43.7,0.15,3.1,24,37.5,0.15,2.6,14,21.4,0.13,2.4,18,5.5,0.16,3.7,A2,A2,B1,51.0,51.0,2025,1,2024-05-01,2024-10-31,76,13,5,1,2,2,0,0,0,0,0,0,0,0,0,0,5,5,3,2,0,0,0,0,0,0,1,0,0,1,6,4,1,3,1,0,0,0,0,0,0,0,0,2,7,3,4,8,0,0,0,0,0,0,0,0,0,0,3,2,6,2,1,0,0,0,0,0,0,0,0,0,1,2,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
3773,津留浩一郎,ツル コウイチロウ,長崎,B1,S,490509,1,50,161,57,B,4.72,30.0,17,10,90,0,0,0.16,15,53.3,0.12,2.5,14,42.8,0.15,3.0,17,11.7,0.18,3.7,16,50.0,0.14,3.0,11,9.0,0.19,3.6,15,13.3,0.16,3.5,B1,B1,B1,49.0,46.0,2025,1,2024-05-01,2024-10-31,76,6,2,1,4,1,1,0,0,0,0,0,0,0,0,3,3,1,1,1,5,0,0,0,0,0,0,0,0,1,1,4,0,6,5,0,0,0,0,0,0,0,0,6,2,3,1,1,3,0,0,0,0,0,0,0,0,0,1,3,2,0,5,0,0,0,0,0,0,0,0,1,1,2,2,5,4,0,0,0,0,0,0,0,0,0,0,0,2,長崎
3775,泉啓文,イズミ ヒロフミ,岡山,B1,S,490815,1,50,161,57,A,4.77,29.7,15,24,131,2,0,0.17,19,68.4,0.16,3.5,22,22.7,0.18,3.9,24,37.5,0.16,2.9,19,31.5,0.18,3.3,24,16.6,0.16,3.1,23,8.7,0.17,3.8,B1,B1,B1,47.0,48.0,2025,1,2024-05-01,2024-10-31,76,8,5,1,1,2,2,0,0,0,0,0,0,0,0,2,3,2,8,3,4,0,0,0,0,0,0,0,0,1,8,4,2,3,6,0,0,0,0,0,0,0,0,2,4,4,1,2,6,0,0,0,0,0,0,0,0,2,2,4,7,6,3,0,0,0,0,0,0,0,0,0,2,5,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,岡山
3776,横井健太,ヨコイ ケンタ,愛知,B1,S,500518,1,49,171,56,A,3.3,10.8,3,10,120,0,0,0.18,16,43.7,0.14,2.7,22,18.1,0.19,4.4,13,7.6,0.15,3.9,27,3.7,0.18,3.9,21,0.0,0.18,3.7,21,0.0,0.2,5.0,B1,B1,B1,45.0,43.0,2025,1,2024-05-01,2024-10-31,76,3,4,3,2,1,3,0,0,0,0,0,0,0,0,0,4,3,4,5,6,0,0,0,0,0,0,0,0,0,1,2,3,4,2,0,0,0,0,0,0,1,0,0,1,2,10,11,3,0,0,0,0,0,0,0,0,0,0,4,5,3,9,0,0,0,0,0,0,0,0,0,0,0,2,8,11,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3777,樋口亮,ヒグチ リョウ,長崎,A2,S,500806,1,49,170,52,A,5.99,42.4,28,31,139,5,0,0.17,29,65.5,0.14,2.9,20,65.0,0.16,2.8,21,38.1,0.18,3.5,24,33.3,0.17,3.2,25,40.0,0.17,3.8,20,5.0,0.19,4.5,A2,A1,A2,54.0,52.0,2025,1,2024-05-01,2024-10-31,76,12,7,5,1,3,1,0,0,0,0,0,0,0,0,7,6,2,3,0,2,0,0,0,0,0,0,0,0,3,5,6,4,2,1,0,0,0,0,0,0,0,0,3,5,4,3,7,2,0,0,0,0,0,0,0,0,3,7,5,8,1,1,0,0,0,0,0,0,0,0,0,1,2,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,長崎
3778,安達美帆,アダチ ミホ,埼玉,B1,S,501016,2,49,161,46,O,4.39,25.0,9,10,76,0,0,0.21,13,46.1,0.18,4.0,17,11.7,0.2,3.5,14,35.7,0.19,4.1,9,44.4,0.19,3.1,13,7.6,0.21,4.1,10,10.0,0.3,5.0,B1,B1,B1,44.0,46.0,2025,1,2024-05-01,2024-10-31,76,5,1,1,2,0,4,0,0,0,0,0,0,0,0,0,2,6,1,3,5,0,0,0,0,0,0,0,0,2,3,2,1,5,1,0,0,0,0,0,0,0,0,1,3,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,4,4,4,0,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
3779,原田幸哉,ハラダ ユキヤ,長崎,A1,S,501024,1,49,172,54,B,6.52,39.1,31,14,115,2,1,0.12,24,91.6,0.14,3.0,20,35.0,0.13,3.5,18,33.3,0.1,2.7,21,28.5,0.11,2.3,16,18.7,0.13,3.1,16,6.2,0.08,2.4,A1,A1,A1,71.0,66.0,2025,1,2024-05-01,2024-10-31,76,18,4,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,1,1,0,0,0,0,0,0,0,4,2,4,2,4,2,0,0,0,0,0,0,0,0,4,2,5,4,3,2,1,0,0,0,0,0,0,0,1,2,2,2,3,6,0,0,0,0,0,0,0,0,1,0,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,愛知
3780,魚谷智之,ウオタニ トモユキ,兵庫,A1,S,501102,1,49,162,54,A,6.82,46.2,33,28,132,4,0,0.14,28,82.1,0.14,3.1,27,59.2,0.14,3.8,22,36.3,0.14,3.4,19,42.1,0.13,3.3,21,14.2,0.13,3.1,15,20.0,0.15,3.1,A1,A1,A1,70.0,64.0,2025,1,2024-05-01,2024-10-31,76,20,3,0,2,3,0,0,0,0,0,0,0,0,0,4,12,2,5,1,2,0,0,0,0,0,0,1,0,3,5,5,5,3,0,0,0,0,0,0,0,0,1,5,3,5,2,3,1,0,0,0,0,0,0,0,0,1,2,6,3,5,4,0,0,0,0,0,0,0,0,0,3,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
3783,瓜生正義,ウリュウ マサヨシ,福岡,A1,S,510305,1,48,159,52,A,7.08,46.2,21,28,106,3,0,0.12,22,81.8,0.1,3.0,16,56.2,0.13,3.6,20,50.0,0.12,3.4,17,41.1,0.12,3.0,20,25.0,0.13,3.7,11,0.0,0.12,3.3,A1,A1,A1,72.0,73.0,2025,1,2024-05-01,2024-10-31,76,12,6,2,0,1,1,0,0,0,0,0,0,0,0,4,5,2,2,2,1,0,0,0,0,0,0,0,0,2,8,1,3,4,2,0,0,0,0,0,0,0,0,2,5,5,0,1,4,0,0,0,0,0,0,0,0,1,4,4,3,4,4,0,0,0,0,0,1,0,0,0,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,福岡
3784,中島友和,ナカシマ トモカズ,佐賀,B1,S,510830,1,48,167,54,AB,4.69,21.9,10,15,114,0,0,0.15,19,47.3,0.14,2.6,18,22.2,0.15,3.4,17,29.4,0.17,3.2,26,19.2,0.14,2.7,19,10.5,0.17,3.4,15,0.0,0.17,3.7,B1,B1,B1,49.0,48.0,2025,1,2024-05-01,2024-10-31,76,5,4,6,2,0,2,0,0,0,0,0,0,0,0,1,3,4,2,4,4,0,0,0,0,0,0,0,0,2,3,4,4,3,1,0,0,0,0,0,0,0,0,2,3,10,6,2,3,0,0,0,0,0,0,0,0,0,2,4,4,6,3,0,0,0,0,0,0,0,0,0,0,2,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
3787,天野誠,アマノ マコト,岡山,B1,S,460913,1,53,162,53,A,3.97,17.3,2,10,69,0,0,0.19,12,50.0,0.17,3.8,10,10.0,0.2,4.1,8,12.5,0.19,3.5,14,21.4,0.21,4.1,12,8.3,0.19,3.4,12,0.0,0.2,4.2,B1,B2,B1,45.0,45.0,2025,1,2024-05-01,2024-10-31,77,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,3,3,3,2,3,0,0,0,0,0,0,0,0,0,1,1,4,2,4,0,0,0,0,0,1,0,0,0,0,1,2,4,5,0,0,0,0,0,0,0,0,0,0,1,1,岡山
3788,一宮稔弘,イチミヤ トシヒロ,徳島,B2,S,461001,1,53,162,54,AB,6.14,42.8,6,3,21,0,0,0.11,5,80.0,0.11,2.0,4,50.0,0.16,2.5,2,0.0,0.12,2.3,3,33.3,0.08,2.3,4,25.0,0.07,1.8,3,33.3,0.09,2.3,A2,A2,A1,54.0,51.0,2025,1,2024-05-01,2024-10-31,77,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,徳島
3790,佐口達也,サグチ タツヤ,群馬,B1,S,470624,1,52,168,56,A,4.29,18.7,10,13,123,0,0,0.15,18,44.4,0.12,2.4,22,18.1,0.14,3.0,28,25.0,0.12,2.3,14,14.2,0.14,3.2,27,3.7,0.18,4.0,14,7.1,0.17,3.9,B1,B1,B1,49.0,47.0,2025,1,2024-05-01,2024-10-31,77,8,0,7,1,1,1,0,0,0,0,0,0,0,0,0,4,1,3,10,4,0,0,0,0,0,1,0,0,0,7,9,5,6,1,0,0,0,0,0,0,0,0,1,1,2,4,3,3,0,0,0,0,0,0,0,0,1,0,4,4,11,7,0,0,0,0,0,0,0,0,0,1,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,群馬
3792,田中豪,タナカ ツヨシ,東京,A2,S,471007,1,52,162,54,A,5.86,44.4,18,14,72,1,0,0.16,15,86.6,0.15,3.8,11,45.4,0.16,3.4,11,54.5,0.15,2.8,16,43.7,0.16,3.8,8,0.0,0.19,4.1,11,9.0,0.19,5.0,A2,B1,A1,52.0,51.0,2025,1,2024-05-01,2024-10-31,77,10,3,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,2,2,2,0,0,0,0,0,1,0,0,4,2,4,0,0,1,0,0,0,0,0,0,0,0,2,5,3,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,1,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,東京
